Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
497	389.94302	216.10945	816.5954	38.97324	453.55	16.3122	6.509455	48.406487	0.067564785	4980000	-1.0058284e-07	37.025455	0.02231337	-3.5913806	7.398571e-05	0.7633867	0.14420001	1.0	5745.103384017944
498	284.7067	128.19351	523.3643	121.97907	470.7647	12.750002	5.898712	43.868767	-5.810002	4990000	1.1175871e-08	26.233421	0.030308725	-9.57654	0.0008161705	0.8227359	0.1777	1.0	5756.391306400299
499	240.40883	146.78596	552.6939	44.969154	400.0	10.91718	7.013445	61.271732	-12.485508	5000000	1.4901161e-07	28.987953	0.026266508	-7.3975534	0.00044649135	0.7199049	0.17590001	1.0	5767.361158370972
500	328.828	236.77002	985.48486	102.68603	420.8	12.930987	5.6785455	39.2323	3.8473573	5010000	-2.0395964e-07	22.770588	0.039232682	-1.6158371	0.000447686	0.6455798	0.1749	1.0	5778.213010549545
501	244.3351	194.43076	716.7445	32.55135	395.375	11.881868	6.9125433	43.35102	2.8515065	5020000	-1.0617077e-07	25.319057	0.028187945	-3.6289988	0.00044873223	0.44124496	0.1704	1.0	5788.859189033508
502	311.16476	152.58878	576.8787	103.688225	589.6	10.306271	5.834379	44.1686	0.5851619	5030000	-3.3900142e-07	18.541935	0.027416747	-1.0454535	0.00044965305	0.6415086	0.183	1.0	5799.605559825897
503	333.89523	241.37973	849.76807	56.960968	526.3158	12.199897	4.5011334	45.39015	4.1093264	5040000	-7.636845e-08	17.40256	0.030943524	-0.83234835	0.00090133806	0.7388298	0.1853	1.0	5810.150114774704
504	218.6486	194.25693	703.77216	2.998302	373.625	11.395073	5.7454376	46.886726	-5.9336586	5050000	-5.9604645e-08	31.553963	0.019817727	-6.53081	0.0009034345	0.7562494	0.1782	1.0	5820.789953708649
505	306.3646	186.04071	685.7996	80.70534	493.82352	10.872458	7.0882373	35.617413	-19.827806	5060000	1.8952414e-07	20.983597	0.02214616	-1.036859	0.00015094376	0.87516135	0.1722	1.0	5831.262587547302
506	313.09625	147.14613	543.0565	17.818626	532.4286	11.329865	4.814785	36.68349	-2.7353797	5070000	-3.632158e-08	15.993228	0.041070938	-4.0178905	0.00022703489	0.8215418	0.1915	1.0	5841.782051563263
507	451.68018	299.24887	1005.0657	140.23674	625.0	12.4783325	5.6128335	36.651512	-24.854021	5080000	-2.1979213e-07	30.572989	0.0193754	-7.850322	7.585976e-05	0.7613909	0.1592	1.0	5852.28897690773
508	396.38217	238.68954	918.5008	32.977608	594.13336	12.959783	5.98622	52.061337	-7.7137175	5090000	-1.322478e-07	29.012682	0.017517505	-7.9065175	7.605462e-05	0.9911153	0.1704	1.0	5862.832478046417
509	322.91602	218.35645	787.76697	38.973526	470.64706	12.899815	7.307036	41.6581	-3.2511451	5100000	1.4901161e-08	34.785408	0.02308764	-6.2243357	0.00045774115	0.9406348	0.1687	1.0	5873.585698366165
510	610.2563	377.7877	1195.4359	56.569866	692.7273	16.843819	7.9028807	45.82183	-42.56691	5110000	-1.9092113e-08	34.398453	0.022086337	-4.9510436	0.00022949658	1.0378959	0.13139999	1.0	5884.2159032821655
511	403.6265	245.11511	991.159	93.82207	500.0	16.952429	6.542235	41.93795	4.577051	5120000	8.1490725e-08	28.222065	0.033015445	-5.7976336	0.00076721935	1.1901641	0.1591	1.0	5895.178206682205
512	793.5368	462.87607	1591.4834	170.54965	646.6667	17.83278	8.953125	52.932636	-186.14494	5130000	-1.8277206e-07	206.23047	-0.0042789285	-118.19937	0.00023081835	1.0017042	0.0898	1.0	5905.761430740356
513	431.02493	202.86658	764.8906	177.32993	516.5455	19.230654	7.422711	118.22465	6.9267507	5140000	1.2968667e-07	62.051918	0.008939515	-26.295116	0.00015441448	2.0842586	0.15110001	1.0	5916.369847774506
514	669.51654	475.69333	1258.5952	1.9877016e-05	715.5455	17.748194	4.277618	87.235466	7.8835526	5150000	-7.21775e-08	62.50015	0.0004092718	-6.0869284	0.00077512686	2.2587736	0.1304	1.0	5926.8598482608795
515	426.94223	351.5133	1104.1948	16.356682	526.3158	17.098125	4.632702	74.95527	7.2150993	5160000	-3.669411e-07	30.32938	0.019865628	-4.4178996	0.0004671599	2.8409925	0.16589999	1.0	5937.502320051193
516	547.7363	391.13797	1334.6628	108.83019	538.2	17.422907	3.6791017	33.396957	7.9348907	5170000	6.426126e-08	56.966183	0.0092507675	-14.546587	0.0005474063	2.6906328	0.1309	1.0	5948.076156139374
517	418.1642	400.86414	1643.4176	8.574331e-05	354.25	22.054787	8.373857	114.31545	6.774676	5180000	-1.4062971e-07	89.47368	0.008886542	-11.566885	0.0005499997	2.2636924	0.1034	1.0	5958.718677520752
518	486.99667	265.04593	1192.1171	118.51854	510.11765	18.921343	5.274448	52.068848	4.9901996	5190000	-4.377216e-08	41.100132	0.02413405	-2.4844742	0.00055246265	3.0027542	0.1415	1.0	5969.364616632462
519	588.58716	324.3492	1232.7363	175.05421	625.0	17.679087	6.0841284	48.015274	0.9796932	5200000	-2.0675361e-07	52.318455	0.018866755	-2.947629	0.0002377367	2.7011275	0.1287	1.0	5979.917117118835
520	460.1463	330.91904	1172.0978	30.76743	574.35297	15.735797	6.7712846	74.224174	2.0878615	5210000	-3.7322752e-07	56.62465	0.022793015	-3.1239805	0.00015909893	2.5476933	0.1453	1.0	5990.528026580811
521	370.01425	235.53046	996.08246	129.72462	462.88235	15.155562	5.8370514	48.86982	2.1619167	5220000	-4.246831e-07	36.090813	0.017568152	-2.058785	7.981392e-05	2.7400942	0.14410001	1.0	6001.145801305771
522	366.85266	192.90268	830.81866	121.21619	473.41177	14.285261	5.426698	63.312016	2.6219406	5230000	-2.537854e-08	32.595367	0.017317371	-2.0470715	0.00016012171	3.222918	0.1699	1.0	6011.795271158218
523	423.84976	316.0358	1022.96783	15.970449	526.3158	14.879122	4.7344923	32.443398	4.5397177	5240000	-1.9255094e-07	39.57389	0.009802673	-2.848092	0.0	3.6088324	0.1597	1.0	6022.340481758118
524	494.66476	328.79163	1211.654	20.985895	563.0	16.073814	5.8451443	52.87448	2.239901	5250000	-1.3504177e-07	39.3816	0.021180555	-2.3173084	0.0003221606	3.273345	0.1392	1.0	6032.900236606598
525	557.32886	330.17325	1075.998	33.47001	781.2727	15.280819	5.2890835	68.56778	1.6743467	5260000	3.799796e-07	26.22287	0.049458973	-5.9618015	0.00040369487	2.9959133	0.1674	1.0	6043.53896856308
526	625.2906	419.45325	1258.3496	89.38071	762.63635	15.199077	4.2495146	36.020664	1.0881956	5270000	-4.6938658e-07	29.02448	0.0145943025	-5.050624	0.00080889685	3.7457762	0.1571	1.0	6054.044373750687
527	464.56592	252.27733	981.2055	42.174057	625.0	15.501087	5.437691	49.019993	5.1215057	5280000	1.7508864e-07	31.100622	0.029215585	-4.682884	0.0004050659	3.5458312	0.16860001	1.0	6064.58859705925
528	574.65	263.32782	1121.9545	99.70074	761.3	13.735619	5.1057673	47.527893	5.062839	5290000	3.7625432e-07	18.082272	0.026494715	-0.7478101	0.00040559238	3.4241662	0.1704	1.0	6075.087879657745
529	293.51147	265.3216	929.97644	37.321568	389.9	14.315175	7.9313636	83.86038	4.085389	5300000	1.0244548e-07	46.961178	0.021955246	-7.941966	0.0	2.4614706	0.14829999	1.0	6085.605486869812
530	429.35287	310.57272	1066.983	54.416965	509.0	14.697653	6.4786015	54.981907	1.9329278	5310000	8.4750354e-08	44.29813	0.028814785	-3.9799776	0.0008942445	2.8433354	0.1444	1.0	6096.0293889045715
531	447.10162	325.02283	1045.213	37.903	666.6667	13.82885	4.3516865	51.111153	3.7324808	5320000	-7.4505806e-07	20.940573	0.04606519	-2.3742058	0.00048823596	2.7980013	0.1823	1.0	6106.543635129929
532	282.82092	181.10101	688.04114	2.2400395e-07	420.66666	12.927318	5.412681	45.20447	2.9414396	5330000	-2.1420419e-07	49.145943	0.010424394	-6.3984394	0.00057004765	2.6574235	0.1546	1.0	6116.955863237381
533	283.23825	111.28028	547.2735	78.03352	368.66666	14.48134	6.826236	60.315273	2.0016823	5340000	5.9604645e-08	44.14203	0.026584517	-1.9633646	0.0010591248	2.4493012	0.16	1.0	6127.408586502075
534	370.61044	218.61662	890.90607	71.40482	480.57895	14.65405	5.7957106	37.89216	4.6866636	5350000	-1.322478e-07	33.643078	0.016378319	-1.5369287	0.00057046564	3.1393065	0.1622	1.0	6137.918377637863
535	289.1687	255.46404	943.40106	4.1771644e-05	434.78262	13.660711	5.8488364	60.60744	2.3488626	5360000	-1.6577542e-07	28.917002	0.04480853	-6.921617	0.0004072816	2.717259	0.1758	1.0	6148.49952507019
536	322.8812	238.97908	1002.7604	53.700756	440.4	12.891785	4.290656	44.5513	-8.79654	5370000	3.874302e-07	30.240309	0.024575878	-4.1120396	0.0013031471	2.6729584	0.171	1.0	6159.013263225555
537	266.47	170.74194	692.5945	8.850833e-07	394.0	13.097777	4.961786	44.57068	-10.706636	5380000	-1.0617077e-07	35.83474	0.021045681	-1.5551252	0.0007327596	2.3948221	0.1703	1.0	6169.599972963333
538	231.06381	138.8657	579.9911	44.802235	515.0	10.550233	3.9019842	37.883846	6.2743883	5390000	4.749745e-07	18.054976	0.038954176	-4.512934	8.1358514e-05	2.0320587	0.1916	1.0	6179.99679350853
539	250.10674	142.78224	430.9394	0.90704244	588.2353	8.074373	3.9263265	35.24579	-5.094879	5400000	2.682209e-07	24.801199	0.03552835	-5.2047677	0.00065027276	1.7410209	0.1884	1.0	6190.518784046173
540	266.82556	227.37886	758.9137	24.826626	415.55554	10.134713	5.826446	54.045223	0.8649864	5410000	-6.519258e-08	21.318785	0.035157517	-3.0163503	0.001381224	1.7352978	0.17969999	1.0	6201.030208826065
541	387.4548	238.38127	891.38275	29.979342	516.55554	13.408502	6.7762933	55.733456	-4.672946	5420000	4.5634806e-08	29.892834	0.02838033	-1.9845109	0.00073114014	2.0525444	0.15349999	1.0	6211.538374423981
542	449.86496	270.9635	940.43243	32.977123	504.2	14.977566	6.085266	54.712112	-27.751692	5430000	-2.2351742e-08	41.990833	0.020976666	-3.3040142	0.0008935103	2.179727	0.1482	1.0	6222.247143745422
543	285.50912	174.02138	639.1575	97.98207	476.1905	12.742411	5.8510504	47.40134	5.0426574	5440000	-2.104789e-07	32.114906	0.04637403	-4.091995	0.0006493969	1.3593388	0.1807	1.0	6232.687093496323
544	276.64438	203.78203	865.73267	25.579895	426.75	11.332721	5.4346905	37.63006	4.487975	5450000	1.10827386e-07	28.02356	0.018958263	-2.3120494	0.00056848035	1.6332366	0.174	1.0	6243.217269420624
545	329.72266	187.8304	664.88055	139.64856	602.1429	10.889862	6.1640286	48.364742	2.7597609	5460000	-5.206093e-07	26.693167	0.03980013	-4.151817	0.00016249766	0.99613804	0.1763	1.0	6253.72404384613
546	241.17741	172.39268	745.6624	41.259556	426.5238	10.966234	4.6885467	37.024105	2.8502257	5470000	1.2293458e-07	13.391984	0.039476007	-1.524364	0.0004067989	1.2077811	0.1862	1.0	6264.188205003738
547	263.11902	153.56561	658.95966	59.648212	384.6154	12.099087	4.371935	32.21391	2.7397738	5480000	-2.5052577e-07	17.381588	0.033928946	-0.9542031	0.0002442161	1.5553414	0.1758	1.0	6274.633928775787
548	354.9834	263.70013	947.26196	56.961056	573.2	11.686709	4.2096562	39.165848	-2.1006312	5490000	-3.594905e-07	23.717564	0.02284764	-3.2699318	0.0004888568	1.944695	0.1795	1.0	6285.053872823715
549	208.49281	123.869125	542.5601	71.3422	370.83334	10.5223875	5.126903	49.167816	-13.242096	5500000	4.3399632e-07	16.39502	0.042175785	-1.0677662	0.00016303599	1.8714727	0.18720001	1.0	6295.539929151535
550	363.7878	262.08478	915.9589	112.661125	590.6923	10.807235	3.6011956	36.28119	3.8498716	5510000	1.2572855e-07	13.335666	0.03781558	-1.2759476	0.00024466577	2.4551659	0.1913	1.0	6306.051434993744
551	334.0072	227.80423	753.16016	61.974422	555.55554	11.501184	4.21989	39.521164	0.4470366	5520000	-7.264316e-08	16.378614	0.037684888	-1.1327736	0.00016312297	2.2499213	0.183	1.0	6316.541513442993
552	326.9961	218.30843	770.7084	17.987896	537.0	10.171691	4.470878	44.49823	-22.789764	5530000	2.0116568e-07	40.762646	0.007579436	4670.912	0.00040780025	2.5540872	0.1787	1.0	6326.964422225952
553	197.07413	117.42962	592.4358	73.188995	337.30435	63.245975	57.055218	640.74945	9.275157	5540000	3.2037497e-07	5909.5664	0.029128134	-5819.4375	0.00065169705	2.0491223	0.18710001	1.0	6337.266381978989
554	275.41837	128.25485	554.836	135.09622	514.94116	15.015537	6.204081	59.380745	7.716628	5550000	-1.4342368e-07	74.94479	0.036741834	-43.607746	0.014512572	0.49414593	0.1816	1.0	6347.807954549789
555	313.41086	255.2084	880.7634	43.403988	476.1905	13.305434	5.293695	122.976875	3.830729	5560000	3.7252903e-09	44.133316	0.025166813	-12.503328	0.0025545848	0.21631446	0.1776	1.0	6358.239270210266
556	415.03717	350.84927	1154.2885	50.964294	540.5333	11.637407	2.890544	42.093338	4.2123613	5570000	-7.4505806e-08	52.227295	0.014667176	-9.000575	0.02356562	0.28870785	0.1694	1.0	6368.702295541763
557	322.2794	215.5459	830.2703	25.991179	460.94736	13.587418	2.8766289	24.08678	4.1663895	5580000	-1.4156103e-07	34.87553	0.021920014	-5.2694135	0.016766636	0.5458734	0.1865	1.0	6379.22344994545
558	268.2956	180.72502	627.9255	8.994153	383.0	14.43866	7.9903865	95.01724	7.2107387	5590000	1.4901161e-08	70.27192	0.0100108925	-24.900211	0.0022924358	0.5573135	0.1663	1.0	6389.653209686279
559	670.0271	515.9893	1926.0863	45.127	555.55554	14.807948	4.423132	96.93132	7.46752	5600000	1.3411045e-07	142.38106	-0.0043513626	-77.45079	0.00038819155	0.9311274	0.0968	1.0	6400.140903234482
560	406.44562	283.25528	1179.2023	5.996048	447.1	20.014994	8.312631	148.03899	4.611826	5610000	-6.3329935e-08	111.07108	0.017636139	-30.399069	0.0010938304	1.0111713	0.1288	1.0	6410.678622722626
561	428.59784	319.50046	1348.6852	37.238167	428.0	17.53883	4.7084713	74.71263	7.4746666	5620000	6.146729e-08	79.59851	0.006152417	-11.958139	0.005492705	1.1260581	0.1317	1.0	6421.235593318939
562	534.194	405.1626	1467.3582	133.55402	602.2	18.804575	5.2456512	47.668808	8.275613	5630000	1.6950071e-07	40.92732	0.01705619	-4.9054837	0.0016631031	1.527539	0.15329999	1.0	6431.664216518402
563	388.53842	326.66568	1309.8528	5.1202936	370.37036	19.05711	8.626524	127.5919	6.0151963	5640000	1.937151e-07	119.46597	0.008853315	-22.798208	0.003076361	1.2824879	0.12719999	1.0	6442.145793199539
564	232.74821	212.53313	931.3716	2.3701698e-08	304.29166	16.09145	5.6267266	67.64393	6.5983286	5650000	-3.1664968e-07	47.811707	0.023097314	-12.8356085	0.00209265	1.506294	0.1645	1.0	6452.7401876449585
565	473.93423	356.84537	1199.5815	161.39044	458.72223	17.10705	4.2768564	28.151371	4.278399	5660000	-1.4901161e-08	65.54053	0.002655752	-12.402307	0.0016920466	1.5491583	0.1188	1.0	6463.176411151886
566	593.33826	379.12338	1400.7644	177.0401	567.6	19.734978	4.6451335	34.159134	8.656965	5670000	5.8673322e-08	50.376236	0.011343151	-2.0686884	0.0012099643	1.7833396	0.126	1.0	6473.627859830856
567	491.51022	407.91232	1550.3424	8.994365	476.1905	19.90471	6.192188	53.527466	8.190239	5680000	-2.5518239e-07	68.604805	0.0031716195	-6.412528	0.00032287356	1.6696796	0.1169	1.0	6484.263638973236
568	307.2663	165.74751	796.375	20.985899	399.5909	17.79399	6.7244883	88.93772	4.9100256	5690000	-1.1827797e-07	55.784706	0.026525715	-17.819817	0.00064323767	1.9477942	0.1586	1.0	6495.183210134506
569	362.29895	246.25072	812.8674	0.00023114751	478.375	14.379596	4.8026023	37.641132	6.620155	5700000	-7.450581e-09	65.32675	0.004123058	-13.140681	0.0002833756	1.9926928	0.1596	1.0	6505.8299078941345
570	466.76523	177.91045	757.48334	182.555	559.1875	16.19379	7.359225	51.734283	-0.81019187	5710000	-3.707828e-08	53.38109	0.010848993	-5.759124	0.000480706	1.7870526	0.1406	1.0	6516.319991350174
571	411.4733	301.03845	1308.345	132.98163	476.1905	16.583393	6.9909377	40.41757	-13.789112	5720000	5.9604645e-08	53.379356	0.01225353	-6.314022	0.0009795529	2.0387096	0.14909999	1.0	6526.908446311951
572	370.4188	278.2378	954.31995	2.5694218	470.3889	17.12822	8.242324	94.83675	2.1540275	5730000	1.1920929e-07	61.538628	0.023935378	-25.095787	0.0004748719	2.0012822	0.1549	1.0	6537.433660030365
573	287.4626	190.00673	900.107	17.987885	396.0	14.536732	5.7615347	27.94417	2.1673388	5740000	-4.656613e-08	31.925663	0.02763614	-2.8308048	0.0008649465	1.7379565	0.1641	1.0	6547.939999103546
574	412.9757	258.42316	1074.7761	149.89241	491.58823	13.957119	6.5559983	28.947124	-23.25697	5750000	2.9802322e-08	57.422916	0.015942415	-8.39887	0.0007239632	1.5554582	0.1458	1.0	6558.533305644989
575	338.3661	203.79578	895.33215	129.21231	370.37036	17.425756	6.7319083	37.794235	4.2743773	5760000	1.7601997e-07	45.585014	0.024361033	-2.9517326	0.00040221564	1.6453384	0.1446	1.0	6569.295969247818
576	403.99356	322.33167	1127.1193	37.03062	468.05554	17.221643	6.0937896	42.125336	2.8695807	5770000	5.052425e-08	34.47027	0.02772643	-1.6197443	0.00023227361	1.7502522	0.1482	1.0	6579.96324634552
577	413.1477	235.47458	1021.87604	5.819873e-06	520.8947	15.987102	5.5740047	28.550823	4.3069425	5780000	3.0267984e-08	39.623352	0.022044808	-2.6205883	0.00038530293	1.6011993	0.1561	1.0	6590.452157735825
578	304.46893	198.60439	795.7264	1.2018936e-05	426.72726	14.667422	4.810484	28.436203	-17.152643	5790000	-5.401671e-08	23.803055	0.037939854	-3.3680515	0.00076832384	1.7893343	0.1745	1.0	6601.055148601532
579	339.29626	247.49742	964.9036	0.00011936826	526.3158	12.4207	4.4000583	24.98408	-8.5119	5800000	3.213063e-08	38.602257	0.023161372	-8.389381	0.00045768736	1.4977728	0.17559999	1.0	6611.809747219086
580	298.87515	233.16145	907.9022	7.007589e-08	396.5238	14.0717535	6.4133587	51.62592	-1.7600994	5810000	1.7881393e-07	43.064117	0.025108803	-7.7490335	0.0009872774	1.1932676	0.1521	1.0	6622.5672969818115
581	310.99292	223.43861	910.1651	47.9669	413.9	12.365444	6.373227	27.809402	-8.6787615	5820000	4.656613e-09	55.085247	0.012386151	-9.794161	0.0004537297	1.3321166	0.1557	1.0	6633.118030309677
582	220.15388	144.90396	651.26746	47.77922	428.375	10.627547	6.3912067	37.598915	0.21306193	5830000	-7.0780516e-08	30.089508	0.0380005	-6.077764	1.1594248e-08	0.93388087	0.1791	1.0	6643.532834529877
583	260.78867	170.75285	630.9523	51.67585	500.0	9.9457	5.3056903	34.239487	3.3995206	5840000	-1.1501834e-07	22.932611	0.040631052	-0.7078285	0.00015012112	0.72093666	0.17699999	1.0	6654.056396007538
584	251.31339	195.8953	765.4966	68.93782	449.94116	11.24137	4.554632	28.975113	3.0966792	5850000	3.017485e-07	15.630247	0.051521152	-0.4846034	0.00047277816	0.58958846	0.1859	1.0	6664.580613851547
585	351.74493	256.13528	846.69	93.310326	578.0714	10.66922	5.0596113	35.668537	-21.420153	5860000	-2.514571e-08	26.521133	0.03055334	-3.2078753	0.00052824966	0.44768447	0.16780001	1.0	6675.070161342621
586	304.73242	220.93253	862.179	36.829346	409.7619	12.241658	6.0050025	27.01741	-4.95448	5870000	3.9115548e-08	36.832413	0.018738516	-4.293612	0.0010453082	0.71291965	0.16690001	1.0	6685.584914922714
587	370.99506	239.542	914.1206	19.980585	476.1905	13.751968	7.073962	30.646126	0.7429067	5880000	4.1909516e-08	53.24518	0.017868694	-6.8069153	0.00044843988	0.63186294	0.14719999	1.0	6696.182618379593
588	269.99692	126.817	562.1811	85.7398	529.7143	12.069331	6.0449667	40.567207	4.057663	5890000	-2.0489097e-08	21.975166	0.03581556	-6.2361164	0.00044639007	0.5357267	0.1795	1.0	6707.120976448059
589	295.71774	207.83223	637.75653	28.261415	514.13336	10.566159	4.1545205	24.997913	-10.015102	5900000	5.6810677e-08	13.406187	0.041022986	-0.60153437	0.0004496822	0.57215375	0.18439999	1.0	6717.980208396912
590	368.0265	182.86577	651.025	109.45079	610.6	11.39273	4.653581	25.350899	-12.003598	5910000	9.126961e-08	28.715374	0.019903671	-8.685679	0.00037311675	0.64281535	0.1737	1.0	6729.502595424652
591	230.82568	145.36807	457.5724	15.1675	416.66666	11.2386465	5.6379943	54.139698	3.8689744	5920000	3.7252903e-08	22.187317	0.021991506	-4.854974	0.00074176764	0.21944454	0.174	1.0	6740.199944257736
592	311.62204	220.29216	757.28015	86.36786	575.2143	10.2927265	4.2259502	29.413239	2.2634826	5930000	-1.13621354e-07	18.07337	0.019123003	-1.3470528	0.00089007197	0.4003801	0.1697	1.0	6750.894486904144
593	308.8316	185.7932	774.4728	90.19748	438.27777	12.068682	5.479577	45.944153	4.2642817	5940000	1.6763806e-08	29.174007	0.021368962	-3.4734707	3.7391435e-06	0.6140375	0.16929999	1.0	6761.651009082794
594	263.63324	140.26138	626.1475	85.262344	360.6316	13.934538	6.3424497	36.423668	4.397066	5950000	-1.7508864e-07	34.744602	0.024838423	-0.9051423	0.0005929852	0.6912124	0.162	1.0	6772.313472270966
595	245.26904	156.43457	504.15817	24.934242	454.54544	10.956723	5.7456617	39.74252	-5.4545865	5960000	1.0244548e-08	25.455227	0.02098516	-2.8337064	0.0003703435	0.33712858	0.1648	1.0	6782.801951169968
596	242.46068	147.09805	654.8034	17.987915	377.91306	12.080292	4.8634458	31.979328	4.3746357	5970000	-1.3504177e-07	23.905067	0.026816674	-2.062212	3.4843005e-08	0.47132093	0.1723	1.0	6793.393710374832
597	331.6556	238.91595	853.9825	32.977055	418.69565	13.608024	5.667932	29.916939	-5.481982	5980000	1.2200326e-07	37.432793	0.014085011	-5.093558	0.00037032156	0.81304085	0.15670002	1.0	6804.272203683853
598	263.568	185.64476	769.16406	4.4658213e-06	332.52	14.908668	6.549958	36.217705	-3.562792	5990000	-8.940697e-08	37.587143	0.027533486	-4.254686	0.0008141388	0.8691585	0.1598	1.0	6815.1589941978455
599	255.54825	265.92566	1024.1858	22.426258	333.33334	13.670284	6.708491	33.846912	0.77154326	6000000	1.0058284e-07	41.08317	0.013857955	-7.4426775	0.00044383365	0.6799799	0.14930001	1.0	6825.867259979248
600	397.95306	289.94232	1176.7323	17.987629	455.35	16.857943	7.4332137	37.09513	-10.250262	6010000	-8.568168e-08	38.405243	0.03881911	-2.992506	0.00036944103	0.9561302	0.14289999	1.0	6836.622159004211
601	555.68243	301.97314	1082.0017	174.79672	697.75	16.467777	6.361481	40.14831	0.6596043	6020000	3.1851232e-07	38.93177	0.016758181	-9.002571	0.00096010586	1.3261014	0.1534	1.0	6847.242791175842
602	589.8591	503.02594	1761.9772	100.7224	453.78946	21.480757	7.7176356	67.26541	3.6663623	6030000	-1.8021092e-07	64.3847	0.011098562	-17.408966	0.00036877283	0.90275145	0.0757	1.0	6857.811070680618
603	501.00046	346.03714	1633.0762	119.93424	454.54544	21.399069	7.02235	46.5109	5.461362	6040000	2.0489097e-07	40.279335	0.014260244	-1.8841887	0.00029458318	1.4056191	0.114199996	1.0	6868.293993473053
604	404.53503	255.6282	866.42474	34.19713	460.17648	17.216915	8.297493	40.79948	4.9225564	6050000	-1.8719584e-07	45.70927	0.026526956	-3.9193735	0.00044084887	1.1709858	0.1373	1.0	6878.710106372833
605	575.1456	418.46463	1294.7164	120.33493	611.3077	18.316055	6.9867077	39.93748	5.096779	6060000	1.9650906e-07	36.750603	0.027129784	-1.1747088	0.00029334438	1.6021769	0.1401	1.0	6889.230598926544
606	731.2044	483.52536	1628.3867	56.96022	607.4167	20.112734	7.9696984	52.015347	0.4323022	6070000	1.899898e-07	52.090614	0.009965001	-10.609934	0.00014636674	1.5569706	0.1165	1.0	6899.713721036911
607	456.73944	356.68204	1447.7478	7.4591044e-05	434.78262	20.618713	9.515466	46.25278	-8.075767	6080000	7.8231096e-08	59.52896	0.025193203	-6.4537706	0.00021891482	1.6786244	0.1268	1.0	6910.215643644333
608	454.59125	324.75354	1035.3225	113.60894	552.6429	17.807213	5.399377	43.00227	5.7516756	6090000	-1.9557774e-07	49.00248	0.030801676	9.020823	7.278686e-05	1.8893728	0.1569	1.0	6920.722881317139
609	755.798	644.8336	1998.5493	0.00048100826	575.13336	13.695362	1.7095383	53.45796	4.4644985	6100000	8.940697e-08	216.34898	-0.008022931	-42.251553	0.48578143	0.12514278	0.0739	2.0	6931.365587711334
610	689.8155	656.1679	2106.7588	19.561172	515.8823	15.978853	2.139554	63.906178	9.819462	6110000	6.7055225e-08	188.9368	-0.009304888	-58.96822	0.49788845	0.09440299	0.0697	1.0	6941.984228849411
611	596.6592	492.7574	1807.2448	1.9322883e-07	454.54544	18.51721	3.244889	73.70109	-1.684011	6120000	-1.3038516e-08	134.91351	-0.005250375	-41.426636	0.4751493	0.1220952	0.0764	1.0	6952.48420214653
612	446.2904	318.3707	1212.83	41.067284	468.5263	19.435326	6.199251	64.99353	-1.7118332	6130000	-9.313226e-08	65.10281	0.015165108	-8.170956	0.31560773	0.18774265	0.1153	1.0	6963.350361585617
613	609.1609	385.84006	1057.3666	56.96035	685.3333	17.529097	7.247416	70.74861	1.9632291	6140000	-1.071021e-08	73.57989	0.01061951	-11.9969845	0.26952058	0.21385723	0.126	1.0	6974.118734836578
614	623.77014	403.58664	1361.2223	8.81013e-05	594.125	20.622612	5.250822	41.974094	6.6838408	6150000	-2.4214387e-08	67.539	0.00495822	-10.419745	0.36603016	0.13448405	0.109400004	1.0	6984.72683930397
615	453.82016	265.00726	1141.9457	137.45454	526.3158	17.843561	6.0124207	38.368816	6.3935437	6160000	7.450581e-09	43.145412	0.025086246	-5.2957897	0.19115339	0.1634098	0.1478	1.0	6995.128571033478
616	621.5226	324.0831	1125.8757	186.4128	678.3	17.336685	7.203447	38.06931	5.508759	6170000	1.1175871e-08	62.026157	0.009487706	-4.067483	0.18172824	0.18093324	0.14359999	1.0	7005.637543916702
617	387.1081	244.87932	980.8872	2.9980965	376.56522	18.522114	7.0237484	40.056305	5.9284797	6180000	7.450581e-09	54.94037	0.010664266	-0.54674816	0.17011572	0.168226	0.146	1.0	7016.120762825012
618	409.14352	269.51477	1251.8368	53.962513	498.6875	16.759682	6.2401934	41.323727	4.577597	6190000	-3.259629e-08	49.27346	0.015002861	-4.069803	0.10093708	0.18135035	0.1689	1.0	7026.5826580524445
619	365.00577	243.84015	1058.2466	137.93898	416.66666	16.129091	6.888202	39.9346	4.39664	6200000	5.7742e-08	60.10048	0.014396019	-2.2584667	0.118460715	0.14640117	0.1586	1.0	7037.128727197647
620	300.36047	190.69337	750.45966	0.0003425676	432.6842	14.048065	7.091475	39.913292	4.357093	6210000	4.8428774e-08	54.365635	0.0115623195	-3.591158	0.082200065	0.079238355	0.1621	1.0	7047.5939218997955
621	236.93184	123.587654	473.17767	43.962566	374.26315	12.341937	5.5165715	30.784342	4.3942757	6220000	1.1175871e-08	33.328625	0.00660995	-5.130383	0.064415656	0.08173112	0.1737	1.0	7058.184074878693
622	371.86954	218.75137	871.75916	137.23753	540.1667	13.372805	6.738425	35.132084	-22.199106	6230000	-1.322478e-07	29.774555	0.013238883	42.870018	0.06882401	0.07960811	0.1249	5.0	7068.716726779938
