Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
247	782.9065	706.86707	2985.524	3.250861e-05	384.6154	39.46955	4.303229	52.007526	6.5707507	2480000	-4.656613e-08	55.32082	-0.012495073	-5.3664265	2.949926e-06	0.09020739	0.048100002	1.0	3022.3621129989624
248	946.1677	745.28394	2747.025	32.976555	488.44446	38.268726	4.706584	49.788593	17.217196	2490000	3.5390258e-08	53.05108	-0.0015607049	-4.7772684	1.9115964e-06	0.11562062	0.2925	1.0	3033.1344952583313
249	893.91455	599.6247	1850.6002	38.973488	462.26315	37.55546	5.034421	52.09046	16.674088	2500000	-4.4703484e-08	55.60897	-0.013776679	-3.3350334	8.740646e-06	-0.05905568	0.1877	79.0	3045.8753576278687
250	1335.4667	964.31366	2794.3367	221.73703	684.5833	38.02738	3.7804952	49.342876	16.450085	2510000	8.195639e-08	37.278076	-0.01684246	-2.1202598	6.533855e-06	0.044064738	0.2006	79.0	3058.461721420288
251	753.27515	752.9246	2633.2747	6.2365933e-13	370.37036	38.599014	3.6363378	50.103382	22.913506	2520000	-4.0978193e-08	61.592148	-0.012220979	-11.874527	2.8377135e-06	-0.0379463	0.064899996	79.0	3071.251138687134
252	800.392	791.5876	2854.2354	2.9983742	399.0476	38.24986	5.157049	50.707157	-5.6695747	2530000	-7.450581e-09	56.756824	-0.005640219	-4.869734	3.0553656e-06	-0.06088756	0.2568	79.0	3084.007579565048
253	1226.5233	775.39655	2589.9717	252.01726	640.4545	38.331207	4.2266693	47.778744	19.599316	2540000	-5.5879354e-09	46.45801	-0.014991999	-3.2382822	1.0991713e-06	0.022624565	0.0907	79.0	3096.7460470199585
254	1455.5138	959.74445	2808.6838	35.25125	758.63635	37.504223	3.9135485	48.483955	21.132523	2550000	-1.5646219e-07	37.689926	0.0060597844	-2.1869712	9.0511503e-07	0.12088672	0.1967	3.0	3107.4602530002594
255	689.74304	593.98395	2505.253	20.985853	370.37036	36.803905	3.9812005	50.4101	18.36564	2560000	7.916242e-08	60.44477	0.018114002	-11.353816	3.4915165e-06	0.24515224	0.55910003	1.0	3118.3367297649384
256	1030.9183	637.46936	2435.1223	102.114975	529.4	37.221954	5.0300956	50.91906	19.372305	2570000	7.264316e-08	50.48957	0.017864266	-6.490711	1.7060572e-06	0.12996297	0.4194	1.0	3129.1195075511932
257	800.51416	691.781	2463.8213	192.0281	420.33334	38.070988	4.2670007	50.541733	19.704273	2580000	6.7055225e-08	52.7924	0.0036730573	-7.3800545	2.3519488e-06	0.122845136	0.2393	1.0	3139.9793450832367
258	946.25134	765.21313	2434.793	288.27	521.13336	36.144157	4.77572	50.480465	16.617348	2590000	-6.3795596e-08	48.395008	-0.0022569979	-3.5870543	6.297381e-06	0.16331364	0.54109997	1.0	3150.6532351970673
259	1102.8654	659.02673	2486.2837	299.85825	588.2353	8171.044	586966.2	48948740.0	16.918657	2600000	-6.519258e-09	344595530000.0	0.0015857953	-344595530000.0	3.4249401e-06	0.122759074	0.0722	1.0	3161.430657148361
260	794.5543	488.63632	1731.2075	56.96046	406.90475	20.634943	9.804243	84.95264	3.800163	2610000	-1.6903505e-07	417.03763	-0.048292592	-173.65663	1.2324356e-06	0.1598468	0.4818	5.0	3172.3592026233673
261	1160.2833	730.8253	2773.546	260.59042	605.0909	28.1864	10.885846	149.40619	7.2329073	2620000	3.1664968e-08	235.07352	-0.03747917	-72.32895	1.2328263e-07	0.20577066	0.31530002	7.0	3183.2628886699677
262	793.94604	404.24872	1760.4773	153.29216	456.16666	29.936815	7.126164	65.64918	6.9804525	2630000	-2.5960617e-08	85.701584	-0.000934346	-11.93848	4.851317e-07	0.19661413	0.1343	1.0	3194.0373678207397
263	940.1721	817.44916	2234.1792	12.091651	555.55554	36.565193	12.320596	150.55682	11.50521	2640000	-1.8533319e-07	216.42339	-0.043726694	-83.709015	1.0391551e-06	0.12638032	0.5315	9.0	3204.9275703430176
264	633.6473	538.53625	2154.316	131.11177	325.0	29.8644	7.361533	88.34892	9.188682	2650000	7.8231096e-08	155.79811	-0.034637023	-35.089478	1.2079725e-07	0.097965695	0.4185	12.0	3215.865549325943
265	1090.6232	789.177	2729.2166	77.94596	563.05884	33.20746	7.8041196	102.75601	12.64995	2660000	-5.3318217e-08	105.461105	-0.034115497	-18.169048	4.0984867e-07	0.10902496	0.431	10.0	3226.9223697185516
266	900.94055	817.79205	2737.526	121.67313	479.6111	33.782513	7.5259213	90.5231	13.5374365	2670000	1.9557774e-08	98.51489	-0.01859799	-18.384007	1.5976423e-07	0.077727586	0.0452	2.0	3237.613649368286
267	899.29584	649.0417	2344.0818	22.700214	526.3158	34.762344	7.5464425	110.09389	3.0429478	2680000	-6.519258e-08	122.70395	-0.031284433	-35.334843	1.1948816e-07	0.14252742	0.3024	5.0	3248.4451763629913
268	621.0019	450.0736	1615.4193	96.9175	529.1177	27.632912	6.6594696	69.68162	10.2980585	2690000	-4.749745e-08	93.62851	-0.03131594	-34.787407	4.2648247e-07	0.12119518	0.13239999	1.0	3259.1386675834656
269	524.6125	459.00504	1726.5366	16.298744	380.94736	24.736034	5.708093	69.907906	0.62544423	2700000	1.1753291e-06	56.713284	-0.029247422	-4.5122137	1.3580363e-06	0.1317173	0.0904	1.0	3269.8033125400543
270	651.0093	580.65924	2009.2219	93.1516	464.375	27.114975	7.38247	105.216095	11.089685	2710000	-2.3283064e-07	74.62176	-0.0045301896	-12.054862	1.1090006e-07	0.2085711	0.5198	4.0	3280.5613327026367
271	921.9922	691.4903	2308.1265	29.979353	555.55554	29.409744	7.4103904	100.95896	11.444985	2720000	6.146729e-08	83.16323	-0.0043248828	-14.162728	1.8237252e-08	0.11942063	0.35189998	4.0	3291.309193134308
272	860.1889	509.26788	1765.0697	355.9986	568.2308	31.027746	6.284105	75.08757	5.5521555	2730000	4.284084e-08	60.993343	-0.015866302	-5.0654	2.4355106e-08	0.104430154	0.1905	1.0	3302.0131368637085
273	1157.1956	959.11566	2760.3496	53.963158	626.0	32.566837	5.6146784	65.80507	6.89446	2740000	-1.1827797e-07	64.139206	-0.01345871	-8.560682	3.7942016e-10	0.17646477	0.1866	1.0	3312.8844015598297
274	832.9754	766.6527	2544.367	44.96911	516.5	32.812683	7.161591	73.53701	12.7493105	2750000	-2.225861e-07	65.53723	-0.0042301854	-5.6506176	8.137423e-08	0.12709725	0.1588	1.0	3323.6801612377167
275	598.23016	548.65186	2247.7896	53.96289	357.14285	32.05887	6.5689855	86.586914	1.810071	2760000	4.0978193e-07	66.40009	-0.010450324	-2.3231945	2.2705579e-13	0.14354011	0.18939999	1.0	3334.407816171646
276	795.3448	623.7954	2295.2673	134.38185	514.82355	30.578156	8.005679	73.09522	5.8339825	2770000	-1.2852252e-07	64.65582	-0.009755854	-2.2087488	1.2121447e-07	0.09549838	0.1286	1.0	3345.1397643089294
277	792.12555	444.55026	1652.0396	50.965134	556.06665	28.827274	7.255595	58.840057	9.935073	2780000	1.816079e-07	51.78479	-0.01814216	-3.5586634	1.8453315e-10	0.08128366	0.3067	1.0	3355.8749475479126
278	676.79114	646.8063	2283.549	31.731173	397.1905	30.6857	7.4687333	80.88015	-0.22445711	2790000	-1.1175871e-07	62.987736	0.0151113	-3.7219324	1.650637e-09	0.098088555	0.26450002	3.0	3366.6422290802
279	605.0228	442.1734	1675.0966	56.96084	400.0	30.078825	8.230878	70.87851	3.8703303	2800000	2.4214387e-08	65.585785	-0.0012920287	-3.171814	4.679114e-09	0.094058335	0.2922	2.0	3377.3692660331726
280	1263.1841	674.57275	2263.532	408.34537	818.63635	29.57564	5.783701	56.195004	-4.1564293	2810000	-1.0244548e-08	44.242355	-0.0077656307	-2.2730637	2.1921842e-09	0.09439155	0.115600005	2.0	3388.0740683078766
281	643.15295	447.89847	1740.108	55.866165	422.1	30.0423	6.402286	62.55406	7.862912	2820000	8.009374e-08	54.31862	-0.0016895797	-2.4027128	6.826125e-11	0.08168921	0.1614	5.0	3398.9416587352753
282	1192.9972	755.41516	2474.7747	132.92339	727.75	30.04854	6.381566	59.093563	4.382922	2830000	2.142042e-08	56.829205	-0.004398278	-8.16821	1.4092102e-08	0.10560289	1e-04	1.0	3409.6497786045074
283	556.246	316.3487	1318.4148	107.92343	312.5	33.52421	8.056755	84.78176	13.088107	2840000	-5.9604645e-08	83.02416	-0.0026805336	-6.2811546	2.0609832e-08	0.076465264	0.2692	5.0	3420.472003221512
284	710.5115	533.2388	1766.7964	12.414769	485.69232	31.304407	8.546946	67.12506	12.10353	2850000	3.9115548e-08	53.18551	-0.010218943	-3.7024832	2.9397281e-08	0.09664844	0.3074	4.0	3431.1688702106476
285	963.7821	742.0581	2703.9172	49.497257	494.8	20169.094	1216569.9	93505576.0	-3.9495735	2860000	8.8475645e-09	1480448900000.0	-0.0019290156	-1480448900000.0	2.513381e-06	-0.80568695	0.5368	79.0	3443.929848432541
286	396.73553	257.98306	980.63696	6.807036e-05	372.13043	-45.038677	87.08337	0.035001025	-442.12668	2870000	-4.6379864e-07	11692.327	-0.08198388	-10780.158	0.7825769	-2.5854046	0.33359998	79.0	3456.506714105606
287	688.5381	466.45886	1404.7122	125.63941	588.2353	-0.086408004	4.4020023	1.6525034	-91.138	2880000	-1.2293458e-07	608.64624	-0.028349984	-37.586838	1.2979105	0.02332939	0.0464	79.0	3469.198655128479
288	817.9829	598.54877	2110.968	154.80588	502.0	1.0835084	2.3068504	2.4297938	-72.14202	2890000	-3.3527613e-08	962.0773	-0.023855718	-23.410614	1.4007257	0.034350306	0.0803	79.0	3481.8324332237244
289	679.94324	652.6415	2159.1543	1.8552622e-05	463.47058	1.3612452	3.099192	3.3227494	-81.2388	2900000	-2.5331974e-07	838.1726	-0.025494393	-22.88974	1.307962	0.04135433	0.3895	79.0	3494.4398922920227
290	614.73865	587.1449	2307.9097	53.962254	381.55	1.7796199	1.7976521	4.1830654	-40.873363	2910000	1.1175871e-07	863.7693	-0.023487624	-21.869263	1.174403	0.041991103	0.3545	79.0	3507.106371164322
291	736.6313	676.2715	2416.2969	11.992126	434.78262	2.160952	1.6700174	5.4237	-31.338816	2920000	5.029142e-08	1031.5526	-0.02117393	-27.550354	1.0604031	0.039247178	0.20930001	79.0	3519.7303812503815
292	896.7662	556.436	2224.684	265.20978	555.8	2.6288624	1.1740961	7.6991987	-18.18046	2930000	1.5366822e-07	916.1836	-0.019266445	-25.071518	0.90879494	0.04822336	0.2038	79.0	3532.3475499153137
293	968.5918	717.15	2591.151	56.961575	541.4706	3.1291208	0.91609514	8.189071	-15.2148905	2940000	2.9802322e-08	1073.9899	-0.017655432	-26.35321	0.8074114	0.054755062	0.2467	79.0	3544.9620594978333
294	796.6884	624.4725	2060.3232	126.47361	403.0	3.5046382	0.83039695	11.0928545	-13.746608	2950000	7.357448e-08	1193.7415	-0.012618877	-26.919891	0.6906772	0.035290767	0.0382	79.0	3557.648865222931
295	702.34766	726.7955	2865.1497	2.9979591	357.14285	3.9387991	0.8045068	16.430578	-12.360129	2960000	2.6077032e-08	1209.8308	-0.0123265395	-29.24887	0.610842	0.038245212	0.076000005	79.0	3570.504290819168
296	1150.6364	892.9978	2723.8525	351.72748	606.4286	4.379067	0.7404892	17.701359	-11.138517	2970000	2.514571e-08	1115.0404	-0.012994338	-32.25586	0.5207381	0.0243655	0.1295	79.0	3583.196166753769
297	580.6886	433.08838	2129.247	6.305568e-05	342.56522	5.0133276	1.3192873	24.586271	-8.490145	2980000	0.0	849.4222	-0.014369275	-9.009613	0.43177536	0.068296075	0.1233	79.0	3595.8989882469177
298	691.9094	582.6166	2727.0977	33.420864	364.5	5.0816045	1.106698	20.369295	-8.042711	2990000	3.7252903e-08	1037.4937	-0.011306446	-10.257187	0.36819777	0.034471042	0.0247	79.0	3608.5899028778076
299	824.477	704.08575	2357.5244	2.9981718	416.66666	5.326054	1.5345552	34.273014	-7.58164	3000000	3.9115548e-08	1142.5181	-0.014175596	-10.67868	0.30603072	0.075022906	0.0446	19.0	3619.67240691185
300	631.82117	452.45435	1810.8188	11.992192	342.08334	5.5461845	1.2569213	35.60894	-7.1454167	3010000	-8.940697e-08	1052.125	-0.011518143	-9.438019	0.26576233	0.038502708	0.063099995	79.0	3632.296170949936
301	924.23486	670.8127	2495.0479	4.0106936e-09	518.0	5.8654556	1.520825	33.8069	-6.735402	3020000	-1.0756776e-07	992.45593	-0.0125804525	-10.210449	0.22708529	0.040644147	0.0509	79.0	3644.948085308075
302	1267.5265	572.15186	2470.9895	440.9556	692.1818	5.9708405	1.5255042	30.627596	-6.2500963	3030000	-2.9057264e-07	928.54	-0.011403919	-11.121735	0.20044494	0.036403373	0.0563	79.0	3657.7545433044434
303	730.4507	588.91394	2298.739	1.3525774e-06	416.66666	6.0333824	1.6410751	36.02591	-5.9934707	3040000	-8.009374e-08	887.19	-0.013199767	-8.401291	0.1619065	0.051427808	0.0727	79.0	3670.6728785037994
304	947.2567	570.14343	2170.405	389.11304	485.57144	6.29802	2.4497647	26.821106	-5.7068033	3050000	1.6143895e-07	1010.4641	-0.015561981	-7.9860535	0.12700143	0.08647972	0.0313	5.0	3681.505124092102
305	721.9931	457.11154	1999.2313	37.420193	457.05264	7.0692687	2.6230595	26.876247	-5.3121696	3060000	-2.2351742e-08	763.6973	-0.011034015	-6.6358643	0.13312778	0.07753499	0.063999996	6.0	3692.321352481842
306	1098.7589	979.2318	2690.7588	2.278888e-05	610.2308	7.1565366	2.999878	29.297205	-5.0605087	3070000	1.6763806e-07	821.75183	-0.013290921	-5.198303	0.12422925	0.07733233	0.0458	5.0	3703.1347362995148
307	809.86475	708.3472	2385.137	5.9962015	476.1905	6.9560843	2.7312875	33.513744	-4.919063	3080000	1.1175871e-08	840.09985	-0.01102955	-8.474106	0.12451777	0.078863755	0.0502	6.0	3714.024952173233
308	466.37314	353.75287	1106.8329	4.777715e-08	359.8095	8.766172	4.084112	31.75038	-4.6975713	3090000	-5.2154064e-08	540.7461	-0.011771555	-5.0774536	0.11838915	0.077001	0.0944	4.0	3724.8141973018646
309	530.51843	522.8533	2037.2461	84.53515	395.17392	9.828375	4.6335783	33.575497	-4.5958414	3100000	-7.450581e-09	579.4257	-0.015222772	-7.6057434	0.0976389	0.092110045	0.10869999	2.0	3735.551299571991
310	689.9655	505.33258	1536.1423	121.16273	603.9167	9.177733	3.7691538	32.930977	-4.7735553	3110000	-6.3329935e-08	474.56982	-0.015613701	-8.384117	0.11976248	0.12899354	0.1119	2.0	3746.259762763977
311	556.36096	443.33127	1714.6545	149.99214	500.0	8.800969	2.7109327	28.421618	-5.208591	3120000	-1.6763806e-08	362.97296	-0.012185499	-16.471947	0.12827969	0.12495501	0.15720001	2.0	3756.9910485744476
312	553.3075	385.9427	1419.0354	148.20096	641.1539	9.759252	2.6163118	25.004433	-5.822541	3130000	2.2351742e-08	339.3357	-0.014447665	-35.313972	0.0968214	0.083903275	0.1567	1.0	3767.7290699481964
313	297.80002	218.05685	774.70593	108.144684	432.47058	9.547666	1.3522379	13.434969	-5.7612863	3140000	1.8626451e-09	98.01401	-0.0022068	-1.9976444	0.023557171	0.12809066	0.17930001	1.0	3778.411374568939
314	277.8586	212.69144	889.10394	81.85687	426.89474	9.791889	1.3982328	22.363726	2.2803912	3150000	1.3038516e-08	52.029133	0.0007488292	-0.22341442	0.047000557	0.14818186	0.1907	1.0	3789.122748851776
315	372.03632	182.92308	837.64545	160.2197	625.0	9.324946	1.8193482	20.72795	-5.3034806	3160000	-1.4901161e-08	77.69612	0.019549977	-1.3280735	0.050633255	0.13528219	0.2228	1.0	3799.8575069904327
316	370.5597	274.439	1008.94745	24.782928	464.33334	9.76003	1.4132354	17.716509	3.13544	3170000	1.4901161e-08	81.02063	-0.0050250236	-2.6208515	0.038584612	0.10885483	0.1873	1.0	3810.62681388855
317	409.91556	271.59796	1151.6312	117.973724	486.26315	9.935447	1.6809489	17.79189	-8.108219	3180000	1.8626451e-08	126.202225	-0.006381099	-2.4312534	0.038582023	0.13428816	0.174	1.0	3821.399656534195
318	535.3604	396.04898	1254.8921	50.96562	588.13336	9.885463	2.1119587	24.504192	-4.6959896	3190000	1.1175871e-08	173.66496	-0.0063902107	-3.3472404	0.07809986	0.13594082	0.1742	1.0	3832.2125101089478
319	318.53296	232.16327	994.3999	2.998259	400.0	10.339377	2.0367565	23.206585	-4.1971602	3200000	-1.816079e-08	138.48125	0.0005744444	-0.7328205	0.06731574	0.17055255	0.19330001	1.0	3843.003182411194
320	401.1446	151.2223	679.6518	121.79688	652.9231	11.021996	2.1965926	24.251266	-3.809244	3210000	-1.1175871e-08	67.73602	-0.0006915685	-0.8275566	0.047508687	0.22398163	0.1972	1.0	3853.7783992290497
321	328.625	234.41592	1120.8916	113.391624	395.85	10.436807	2.169771	16.212608	-3.859321	3220000	3.3527613e-08	116.10785	0.002470065	-1.5314922	0.08003411	0.24702749	0.2143	1.0	3864.50869345665
322	396.00824	205.44444	747.2509	122.03515	553.4375	10.287482	1.6368285	19.387545	-3.7497907	3230000	-2.7939677e-08	99.49013	-0.005875443	-0.6818161	0.055975564	0.18014456	0.1876	1.0	3875.287613630295
323	322.13666	241.1015	915.4046	25.04773	500.0	12.517006	2.748951	26.284893	-3.9424846	3240000	2.514571e-08	97.047264	0.006610128	-7.3885517	0.024978207	0.3239702	0.19119999	1.0	3886.0048565864563
324	349.2454	239.98007	843.1086	24.399385	565.5714	10.541171	1.9154297	16.112062	3.9630191	3250000	-7.450581e-09	67.38269	0.007829135	-4.7161303	0.055156585	0.31414473	0.2086	1.0	3896.8418531417847
325	308.78192	136.56462	550.553	115.32152	550.26666	10.495111	1.9270384	21.533842	-4.038776	3260000	2.2351742e-08	47.015762	0.011087088	-1.4593391	0.02044092	0.29376382	0.1909	1.0	3907.636832714081
326	391.16266	305.6857	1062.6802	90.25059	531.9375	9.835365	1.3095719	15.250552	-3.1065967	3270000	-4.656613e-10	97.35556	-0.004676885	-2.0390644	0.023339119	0.2040936	0.1712	1.0	3918.3998568058014
327	343.65454	169.73505	776.33185	104.598595	526.3158	10.537326	1.9407732	21.550234	-5.695423	3280000	0.0	65.087425	0.010754016	-0.7963505	0.013304213	0.29340917	0.18329999	1.0	3929.168870449066
328	392.9431	187.82178	707.98206	20.985786	559.25	10.204001	1.4991562	16.949106	-2.5219302	3290000	-2.4214387e-08	76.844666	-0.0013113641	-0.9353008	0.032655492	0.21866429	0.1777	1.0	3939.9315419197083
329	322.55576	205.6479	982.6821	53.963127	410.6316	10.21254	2.7961454	18.958908	-14.121517	3300000	7.450581e-09	169.9902	-0.008154097	-10.8646965	0.016046874	0.28878713	0.16929999	1.0	3950.6800150871277
330	308.22888	251.46758	980.6631	49.18391	403.9091	10.28147	1.6701614	21.085455	-1.4059252	3310000	-6.3329935e-08	83.96947	-0.00011523906	-1.0420303	0.036303073	0.24309602	0.1867	1.0	3961.4569141864777
331	325.617	172.41356	714.7749	7.895975e-05	384.6154	10.387731	2.0499713	14.89472	-2.9361024	3320000	5.5879354e-08	175.97818	-0.0027740719	-1.5373039	0.039872155	0.2625073	0.1734	1.0	3972.246518135071
332	408.46786	253.0332	987.2141	56.604946	510.5625	10.585167	2.4936264	15.594841	-0.5413165	3330000	4.8428774e-08	138.992	0.00092513114	-1.1231022	0.073939666	0.32463944	0.197	1.0	3982.9946570396423
333	569.7848	482.37164	1810.9637	2.3671903e-07	406.27777	10.38923	2.26685	19.130276	-0.27430257	3340000	-5.9604645e-08	334.89557	-0.0072582047	-22.926163	0.054739606	0.20975944	0.1272	1.0	3993.8797495365143
334	662.7213	371.81653	1361.0626	101.82978	631.61536	11.908622	2.8756957	18.342577	-12.10371	3350000	-5.5879354e-08	215.15512	-0.006111105	-8.830673	0.028247204	0.31759197	0.1336	1.0	4004.6381137371063
335	446.7412	293.69586	1103.5717	29.978706	454.54544	12.439067	3.470406	25.775389	-8.669765	3360000	4.4703484e-08	172.73575	-0.004374223	-5.335266	0.034922965	0.34817064	0.1532	1.0	4015.451230764389
336	615.77094	462.40488	1544.3241	127.4726	589.1429	13.280219	3.6160066	37.69414	-5.3769283	3370000	4.0978193e-08	172.81151	-0.008391487	-7.8199234	0.022515774	0.3792375	0.13769999	1.0	4026.266039133072
337	440.4103	318.22104	1258.2723	151.95161	464.94446	14.813219	4.8046336	69.648865	-11.406381	3380000	-2.9802322e-08	135.25447	-0.007170286	-2.617588	0.022549566	0.45905426	0.1525	1.0	4037.064615249634
338	421.5159	283.7665	854.70123	35.001026	448.22223	14.007594	3.6809855	28.81365	-3.5006537	3390000	-7.450581e-09	99.35364	-0.0068231197	-7.166397	0.02471833	0.45997018	0.1554	1.0	4047.8554649353027
339	455.6919	448.07324	1739.7563	5.996129	416.66666	16.794966	6.382819	72.05706	-6.3642473	3400000	1.3969839e-08	179.66782	-0.00482753	-14.29427	0.04202184	0.49728924	0.1385	1.0	4058.711592197418
340	471.0351	419.4452	1194.0698	24.798313	553.61536	15.716692	4.417677	43.434563	-3.3184109	3410000	4.0978193e-08	128.76361	0.0022784164	-13.276039	0.013868755	0.6300672	0.16330001	1.0	4069.588765859604
341	435.37613	394.86246	1145.8428	96.84632	533.9286	12.679961	3.0311532	26.399317	-2.038517	3420000	0.0	53.050957	-0.0009938034	-5.4410763	0.029536165	0.5490528	0.18969999	1.0	4080.3341352939606
342	553.765	313.91556	933.94946	146.0287	827.0	14.00992	2.7947023	40.19025	-2.270475	3430000	7.450581e-09	44.17789	0.022036858	-1.5434513	0.0047875494	0.5587441	0.18779999	1.0	4091.0601460933685
343	440.73138	290.15372	1075.9379	116.75187	526.3158	14.335217	3.1522474	35.257816	-3.9929345	3440000	-1.8626451e-08	73.74667	0.003999275	-1.3010015	0.0146559775	0.58311564	0.1719	1.0	4101.827534198761
344	536.2009	259.29556	909.9979	57.241386	746.5833	13.823932	2.295326	23.427938	-1.7583632	3450000	1.21071935e-08	78.73046	0.0048655155	-0.90836143	0.01321803	0.5130083	0.17009999	1.0	4112.595684051514
345	368.792	286.45575	1076.0883	117.937485	435.1875	13.892735	3.3929663	33.6521	-2.7501206	3460000	1.6763806e-08	114.62041	-0.0057456098	-4.9708767	0.019133544	0.5660715	0.1594	1.0	4123.397967100143
346	372.09384	229.95924	755.42206	23.983747	393.6875	13.47615	3.5245113	56.31046	-3.1232288	3470000	-1.8626451e-09	112.81645	0.012437811	4.8188267	0.012500859	3827.5107	0.1663	1.0	4134.180993080139
347	408.5544	320.39096	1201.4802	100.676186	476.1905	18.49416	4.2700872	50.233864	1.7157217	3480000	1.1641532e-08	65.35785	-0.0008451124	-2.3216114	0.00026260564	0.70099086	0.1525	1.0	4144.966785907745
348	293.96262	272.7955	953.5105	31.601309	372.4091	19.68777	5.940365	90.83664	2.2347755	3490000	4.6100467e-08	92.41374	0.0072443536	-1.43149	0.00032622463	0.77161455	0.1505	1.0	4155.726509571075
349	431.16406	319.24918	1002.91235	68.72686	573.0	19.496767	5.709391	85.84095	5.471275	3500000	4.656613e-08	91.050285	0.008508459	-2.384821	0.00030817863	0.94423735	0.15400001	1.0	4166.564065217972
350	410.115	286.73917	1056.2109	58.034504	496.3125	18.813566	4.4301605	48.82567	0.72896326	3510000	-3.4691766e-08	72.51037	0.0011110625	-1.3628178	0.0003212245	0.74863803	0.1489	1.0	4177.343786716461
351	310.8793	288.18878	1003.18365	7.7473607	434.78262	17.920921	2.847994	32.303337	1.8610834	3520000	8.195639e-08	51.08457	0.006280926	-0.19832325	0.00028108276	0.89970225	0.17300001	1.0	4188.259418010712
352	245.43625	157.14716	515.3386	14.989998	301.0345	19.908863	8.602158	130.22394	2.9500473	3530000	2.6077032e-08	150.73401	0.012734365	-6.2622013	0.00017724659	0.89091104	0.1572	1.0	4199.0818383693695
353	290.55405	229.84952	913.2052	53.961815	341.08334	20.204597	7.370625	99.88185	0.50287485	3540000	-3.259629e-08	120.303	0.0105858445	-1.4826736	0.00013616568	0.88030577	0.151	1.0	4209.830379962921
354	293.69266	286.5314	1000.24646	14.990118	439.29413	18.739668	7.056592	106.31841	-0.46463665	3550000	1.3038516e-08	122.51938	0.013492853	-21.502893	0.00025554153	0.9768255	0.1624	1.0	4220.55269908905
355	323.97192	223.5557	876.8789	5.995955	476.1905	19.412792	7.420853	81.2839	-3.9452102	3560000	2.6077032e-08	110.61134	0.022066705	-19.340445	0.00021391833	0.8209573	0.161	1.0	4231.329443693161
356	423.8159	190.1633	840.6501	218.16246	601.36365	17.386412	5.3707223	96.00893	6.9260225	3570000	4.749745e-08	62.62785	0.013860758	-4.10524	7.283397e-05	0.7262788	0.1676	1.0	4242.153182029724
357	362.56454	229.3534	760.5901	30.204834	578.375	15.204099	3.3382823	31.400936	-8.493934	3580000	8.568168e-08	36.939526	0.029404975	-1.289834	0.00019824403	0.69993365	0.1877	1.0	4252.967074394226
358	364.54416	196.3387	669.17035	44.96884	818.0	12.672386	6.0659094	96.91111	-9.627977	3590000	-2.6077032e-07	49.040474	0.04908215	-6.2635784	5.054004e-05	0.5289631	0.19049999	1.0	4263.5875544548035
359	246.22394	153.95505	558.054	95.43549	526.3158	11.158355	4.6509595	44.515514	-9.917437	3600000	3.1664968e-07	34.855534	0.048045814	-4.7657056	0.00010262776	0.33572954	0.19260001	1.0	4274.290233612061
360	283.2597	201.4801	623.7978	2.5624578	549.4375	11.305456	5.0350485	45.869076	-6.7277174	3610000	1.1920929e-07	43.208267	0.02507783	-4.4919386	5.2045452e-05	0.3413344	0.181	1.0	4285.009615898132
361	339.79712	226.88225	797.608	2.2824304	403.4	12.532263	3.6318247	31.131744	-5.94145	3620000	4.4703484e-08	109.12039	-0.000872463	-23.195976	0.00036762998	0.36955273	0.1448	1.0	4295.723677873611
362	226.7498	151.69913	648.5069	1.2138613e-06	318.0	15.149541	5.5700707	92.634926	-6.678173	3630000	5.6810677e-08	55.794342	0.020798905	-18.375141	5.3154698e-05	0.45975998	0.1767	1.0	4306.464859962463
363	405.6164	215.88086	944.4181	88.2272	454.54544	13.763272	3.41327	59.7081	-8.845465	3640000	1.322478e-07	78.38233	0.0017394719	-11.049429	0.00013440929	0.48658967	0.1468	1.0	4317.158274888992
364	369.13507	251.82115	813.0916	68.965645	666.0769	13.6749	2.403378	26.032063	-5.6177063	3650000	4.9360096e-08	25.407787	0.027407104	-4.7898083	0.00010884098	0.48058724	0.1916	1.0	4327.918529510498
365	236.74307	148.3472	643.3811	4.537246e-07	351.31818	12.492325	5.1633806	49.540905	-6.543395	3660000	1.4901161e-08	79.0786	0.011605129	-5.4725466	0.00022026154	0.4267264	0.1567	1.0	4338.634914398193
366	307.9364	222.2438	759.8128	79.22531	523.4667	10.828745	2.406615	37.48817	-6.2593536	3670000	-5.2154064e-08	37.632168	0.01492679	-0.9239116	0.00041786837	0.50645614	0.17999999	1.0	4349.3461220264435
367	213.07193	149.6056	800.5859	17.501959	312.5	11.290606	3.4104187	48.065117	-5.487026	3680000	-1.1175871e-08	32.557537	0.015300703	-2.5730186	0.00022564684	0.5667467	0.1771	1.0	4360.061959505081
368	367.09015	135.55785	520.73364	156.3493	706.8	12.103937	2.5261307	34.583805	-4.2957935	3690000	4.4703484e-08	28.650963	0.022420198	-1.6322427	0.0002285639	0.55899715	0.1889	1.0	4370.878488779068
369	229.3604	155.88083	599.4653	10.344003	448.6	11.088986	4.225046	41.6352	-4.4391317	3700000	9.313226e-09	33.77343	0.016189158	-1.8993664	8.682923e-05	0.56416005	0.18349999	1.0	4381.603790044785
