Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	141.12756	237.33882	957.54144	1.7369895e-06	352.2	350.93692	1360.0	104.0	9759.816	15391.958	52917.062	-0.077584006	10000	-1.5716068e-08	331829400.0	-0.08930907	-330758140.0	1.7066703	-0.23709285	0.7077	79.0	13.03256368637085
1	203.47346	313.8788	1108.8094	8.6296296e-07	508.8889	408.60532	1440.0	48.0	18.880026	28.316565	136.22057	0.66870946	20000	2.6077032e-08	988.92957	-0.17693052	-893.25354	1.687177	17.20305	0.9956	14.0	24.186089515686035
2	122.77679	224.02386	1103.7692	8.7402657e-07	321.10715	264.68665	1440.0	51.0	-2.7336347	7.5830445	2.142972	-16.478354	30000	0.0	214.52884	-0.038834773	13166.51	1.6510341	0.08055702	0.0	14.0	35.52250599861145
3	211.90416	287.06558	975.52563	8.1870843e-07	555.55554	444.03693	1296.0	50.0	137.0683	213.16019	1361.5258	1.7878897	40000	5.005859e-09	62228.12	-0.17834571	-61974.35	1.6453747	97.014984	0.7404	18.0	47.230342626571655
4	143.2824	228.5403	851.6606	1.1727445e-06	457.86667	414.40924	1278.0	20.0	8.127546	4.5509624	22.56314	3.5079694	50000	1.4901161e-08	78.49837	-0.08662191	2887.6172	1.5899138	12.327025	0.27749997	3.0	58.53903770446777
5	230.89648	365.1292	1110.5732	1.672905e-06	542.93335	480.3384	1440.0	19.0	-22.602137	49.187393	11.828404	-124.29033	60000	0.0	3389.0374	0.45022547	-3312.691	1.5583045	24.525787	0.2722	1.0	69.7240002155304
6	4.636289	9.315225	39.47714	8.850902e-08	329.68182	320.28983	1180.0	18.0	-1.7372367	1.6372393	8.89714	-4.3645864	70000	1.4901161e-08	5.3507185	0.14680253	9165.867	0.084704705	1009.27155	0.96000004	3.0	80.86865472793579
7	183.94228	269.4988	920.11816	5.57635e-07	476.1905	370.3663	1283.0	9.0	0.7581947	6.2027354	5.62591	-11.985574	80000	-2.9802322e-08	141.73788	-0.036104113	126.94444	1.5700226	0.08803958	0.0402	11.0	92.85785579681396
8	223.69438	200.43686	646.6565	2.2680435e-06	502.875	316.38226	1155.0	118.0	3.8217962	6.2703176	8.175656	-7.815173	90000	-1.4901161e-08	106.3017	-0.03708051	87.80571	1.5549345	0.07722009	0.0	4.0	105.59145307540894
9	201.47318	347.64456	1082.8113	3.0646247e-06	551.875	414.0196	1440.0	194.0	10.285866	4.8837075	18.814976	4.6380587	100000	-1.4901161e-08	86.64353	-0.063613206	-31.291077	1.5792781	-0.12772815	0.1326	79.0	119.37170577049255
10	231.21077	298.63037	841.8252	4.104606e-06	579.0833	359.35904	1104.0	112.0	7.3354936	0.13137668	11.513234	4.671138	110000	0.0	54.987247	-0.0020395517	17.70915	1.506377	0.058237918	0.0026	79.0	133.00940823554993
11	255.27611	288.63382	807.574	2.489316e-06	666.6667	411.55765	1440.0	157.0	3.585443	6.0064507	7.379347	-6.12147	120000	1.4901161e-08	108.53945	-0.03464982	-17.92382	1.5743198	0.075532645	0.0	7.0	144.43609237670898
12	223.13513	294.18948	985.39996	4.834805e-06	582.58826	425.62576	1440.0	53.0	13.644115	10.110221	54.59334	4.1699305	130000	0.0	196.22116	-0.078377105	132.84372	1.6206784	-0.31983846	0.7253	79.0	158.1163227558136
