Name,Time
std-f5-c3,37.5810751914978
std-f5-c5,43.183682441711426
std-f5-c10,42.18334126472473
std-f5-c20,49.23689293861389
std-f5-c3,39.59169101715088
std-f10-c3,41.91331076622009
std-f25-c3,39.61227512359619
std-f50-c3,37.563791275024414
std-f100-c3,43.44798421859741
