Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	346.11887	540.9507	1338.4774	7.63e-38	871.2222	420.68008	1440.0	255.0	4408.9546	7079.0337	15774.758	-0.1252588	10000	4.0745363e-08	69427150.0	-0.08892268	-68967330.0	1.2899799	-0.21254474	0.71790004	79.0	12.295779705047607
1	196.416	292.17487	1145.6992	2.35e-38	468.0	455.50366	1440.0	14.0	47.15251	85.03732	648.8376	0.8390039	20000	0.0	8919.516	-0.07567255	2750.483	1.2823145	-0.18546306	0.7159	79.0	24.412798643112183
2	204.99019	251.93465	700.2759	1.65e-38	454.17648	282.45648	1149.0	19.0	-44.50103	78.577484	3.101743	-711.8761	30000	-5.2154064e-08	9103.169	-0.04788288	-2240.286	1.2542803	0.08608037	0.0119	7.0	34.86858892440796
3	147.71663	248.96318	856.7955	1.9e-39	357.14285	316.50137	1146.0	19.0	34.06768	58.689365	498.88577	0.48561862	40000	-2.9802322e-08	4188.2124	-0.07850694	4620.4277	1.278991	-0.2667582	0.7175	79.0	47.046103715896606
4	297.47168	363.95663	1055.734	6.2e-39	606.2308	380.86603	1386.0	62.0	36.45907	58.936134	538.00385	0.7816597	50000	1.4901161e-08	4329.964	-0.08101961	-4222.1807	1.2234991	-0.23997214	0.7278	79.0	59.367388010025024
5	306.07086	515.8485	1496.6302	1.1e-39	600.6667	574.1937	1440.0	10.0	8.023429	3.6076214	23.471775	4.0410757	60000	0.0	113.415115	-0.050669134	-13.057955	0.96457076	280.43362	0.26920003	8.0	69.77093124389648
6	27.985151	47.243584	124.03343	4.9e-39	586.93335	501.02127	1440.0	48.0	12.098278	2.9014578	46.816593	4.8075743	70000	-1.2665987e-07	156.51678	-0.02055387	3474.047	0.07373567	-0.010565323	0.049599998	79.0	81.9765236377716
7	17.820158	34.42904	114.98615	1.7e-39	526.3158	471.2007	1353.0	17.0	16.986675	5.573064	70.505974	4.828424	80000	4.0978193e-08	319.01474	-0.016264968	-76.71997	0.073821284	-0.008633813	0.0339	79.0	94.23837018013
8	6.672032	10.701362	39.00646	1.41e-38	433.0	314.02466	1184.0	141.0	-5.456531	3.7853417	23.735168	-28.11697	90000	3.7252903e-08	43.751976	-0.028059674	-36.45599	0.05482986	0.011134322	0.0186	79.0	106.44466233253479
9	30.526154	49.726696	139.88759	1.9e-39	374.66666	367.51477	1440.0	19.0	-3.8742445	4.386063	18.953608	-22.370865	100000	2.2351742e-08	48.21542	-0.008341514	1959.1628	0.114306405	0.0136295445	0.016800001	79.0	118.76189064979553
