Name,Configs,Components,Time
op,5,3,26.945061922073364
op,5,5,25.339696168899536
op,5,10,20.475521087646484
op,5,20,26.172317504882812
op,10,3,23.454838037490845
op,25,3,20.23199963569641
op,50,3,23.62132692337036
op,100,3,21.21432900428772
