,Name,Configs,Components,Time,Time/Step
0,up,5,3,23.83755898475647,0.0029796948730945586
1,up,5,5,21.30891728401184,0.0026636146605014802
2,up,5,10,25.620443105697632,0.003202555388212204
3,up,5,20,24.512905836105347,0.0030641132295131683
4,up,10,3,22.84002709388733,0.0028550033867359163
5,up,25,3,20.792929649353027,0.0025991162061691285
6,up,50,3,23.882487535476685,0.0029853109419345856
7,up,100,3,21.824395656585693,0.0027280494570732115
