time_upper,rate
10.0,0.2848
20.0,0.2746
30.0,0.2581
40.0,0.2597
50.0,0.2635
60.0,0.2694
70.0,0.2667
80.0,0.2686
90.0,0.2735
100.0,0.2701
110.0,0.2681
120.0,0.2733
130.0,0.2756
140.0,0.2805
150.0,0.2721
160.0,0.2624
170.0,0.2642
180.0,0.2766
190.0,0.2846
200.0,0.2859
210.0,0.2867
220.0,0.2867
230.0,0.2899
240.0,0.2913
250.0,0.3014
260.0,0.2995
270.0,0.2987
280.0,0.2965
290.0,0.3035
300.0,0.3041
310.0,0.318
320.0,0.3163
330.0,0.3132
340.0,0.298
350.0,0.3075
360.0,0.3075
370.0,0.3293
380.0,0.3391
390.0,0.3353
400.0,0.3372
410.0,0.3435
420.0,0.3494
430.0,0.349
440.0,0.3456
450.0,0.3294
460.0,0.3174
470.0,0.331
480.0,0.3266
490.0,0.3313
500.0,0.3301
510.0,0.3196
520.0,0.3195
530.0,0.315
540.0,0.325
550.0,0.3358
560.0,0.3392
570.0,0.3332
580.0,0.3274
590.0,0.3307
600.0,0.3389
610.0,0.3397
620.0,0.3422
630.0,0.3411
640.0,0.3404
650.0,0.3516
660.0,0.3563
670.0,0.3531
680.0,0.3575
690.0,0.351
700.0,0.3345
710.0,0.3432
720.0,0.3486
730.0,0.3642
740.0,0.3724
750.0,0.3603
760.0,0.3668
770.0,0.3739
780.0,0.3789
790.0,0.3812
800.0,0.3836
810.0,0.3898
820.0,0.3843
830.0,0.3935
840.0,0.3831
850.0,0.3777
860.0,0.3901
870.0,0.3764
880.0,0.3682
890.0,0.3683
900.0,0.3524
910.0,0.3646
920.0,0.3654
930.0,0.3616
940.0,0.3634
950.0,0.3592
960.0,0.3621
970.0,0.3552
980.0,0.3617
990.0,0.3604
1000.0,0.3542
1010.0,0.3617
1020.0,0.3588
1030.0,0.3537
1040.0,0.3583
1050.0,0.3581
1060.0,0.3487
1070.0,0.3587
1080.0,0.3556
1090.0,0.3722
1100.0,0.3745
1110.0,0.3723
1120.0,0.5619
1130.0,0.5568
1140.0,0.452
1150.0,0.3943
1160.0,0.4022
1170.0,0.4085
1180.0,0.398
1190.0,0.3733
1200.0,0.4107
1210.0,0.3881
1220.0,0.3792
1230.0,0.3749
1240.0,0.358
1250.0,0.3539
1260.0,0.3546
1270.0,0.3585
1280.0,0.3696
1290.0,0.3767
1300.0,0.3866
1310.0,0.361
1320.0,0.3511
1330.0,0.343
1340.0,0.3525
1350.0,0.3261
1360.0,0.3103
1370.0,0.3082
1380.0,0.3136
1390.0,0.3002
1400.0,0.3025
1410.0,0.3025
1420.0,0.2962
1430.0,0.2951
1440.0,0.2911
