time_upper,rate
10.0,0.1239
20.0,0.1107
30.0,0.0992
40.0,0.0885
50.0,0.0846
60.0,0.0856
70.0,0.0898
80.0,0.0869
90.0,0.0872
100.0,0.0927
110.0,0.0888
120.0,0.0884
130.0,0.0919
140.0,0.0849
150.0,0.0818
160.0,0.0854
170.0,0.0838
180.0,0.0822
190.0,0.0903
200.0,0.0805
210.0,0.0807
220.0,0.0819
230.0,0.0773
240.0,0.0833
250.0,0.095
260.0,0.0927
270.0,0.0906
280.0,0.102
290.0,0.1034
300.0,0.1051
310.0,0.109
320.0,0.1015
330.0,0.124
340.0,0.1263
350.0,0.117
360.0,0.1072
370.0,0.119
380.0,0.1164
390.0,0.11
400.0,0.1275
410.0,0.125
420.0,0.1226
430.0,0.1308
440.0,0.1125
450.0,0.115
460.0,0.118
470.0,0.1186
480.0,0.1144
490.0,0.1505
500.0,0.1157
510.0,0.1164
520.0,0.1179
530.0,0.1099
540.0,0.1176
550.0,0.1265
560.0,0.1237
570.0,0.1336
580.0,0.1275
590.0,0.1367
600.0,0.1219
610.0,0.165
620.0,0.1476
630.0,0.1495
640.0,0.1725
650.0,0.1837
660.0,0.1842
670.0,0.156
680.0,0.1447
690.0,0.1841
700.0,0.1777
710.0,0.1745
720.0,0.1326
730.0,0.139
740.0,0.1352
750.0,0.1376
760.0,0.1483
770.0,0.1593
780.0,0.1497
790.0,0.1505
800.0,0.1507
810.0,0.1533
820.0,0.156
830.0,0.158
840.0,0.1641
850.0,0.1897
860.0,0.1908
870.0,0.2012
880.0,0.1769
890.0,0.1658
900.0,0.1688
910.0,0.1699
920.0,0.172
930.0,0.165
940.0,0.168
950.0,0.1627
960.0,0.1646
970.0,0.1716
980.0,0.1706
990.0,0.1659
1000.0,0.1688
1010.0,0.1544
1020.0,0.1457
1030.0,0.1667
1040.0,0.1588
1050.0,0.1355
1060.0,0.1335
1070.0,0.1315
1080.0,0.1291
1090.0,0.1344
1100.0,0.1261
1110.0,0.1327
1120.0,0.1274
1130.0,0.1369
1140.0,0.1252
1150.0,0.1327
1160.0,0.1277
1170.0,0.1207
1180.0,0.1305
1190.0,0.116
1200.0,0.1207
1210.0,0.1372
1220.0,0.1193
1230.0,0.1194
1240.0,0.1302
1250.0,0.1207
1260.0,0.1181
1270.0,0.1219
1280.0,0.1163
1290.0,0.1153
1300.0,0.1336
1310.0,0.1093
1320.0,0.1134
1330.0,0.1275
1340.0,0.1107
1350.0,0.1044
1360.0,0.1054
1370.0,0.1047
1380.0,0.1052
1390.0,0.1074
1400.0,0.1063
1410.0,0.1002
1420.0,0.1045
1430.0,0.0987
1440.0,0.0927
