Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	254.5603	325.42398	876.03845	1.16e-38	614.0	385.10556	1351.0	116.0	3966.0632	6444.6143	34089.84	-0.12514901	10000	-2.561137e-09	57203620.0	-0.18105334	-57031196.0	1.2894416	1.152943	0.2798	18.0	10.766570806503296
1	6.893126	12.95634	51.164345	1.42e-38	444.1579	364.63785	1299.0	18.0	-136.54947	88.21675	1.2197242	-1245.1304	20000	-4.1909516e-08	26252.477	0.1355477	-26063.41	0.048671797	180.81181	0.9728	38.0	22.212039709091187
2	163.32253	213.69247	606.493	1.194e-37	419.07144	333.2231	1194.0	26.0	1.8212184	1.0395128	14.046498	0.82818633	30000	-5.9604645e-08	100.2893	0.039678752	2603.3892	1.3127658	980.4935	0.2657	9.0	32.7969434261322
3	159.04884	175.71674	558.9458	4.61039e-39	434.78262	339.31555	1440.0	19.0	-28.864573	82.54302	29.844978	-2191.3523	40000	-1.8626451e-09	8154.1973	0.3250301	-8063.2285	1.3340518	184.75075	0.2487	1.0	43.20524215698242
4	6.949729	13.042714	51.027855	2.04e-38	590.4286	453.61353	1440.0	32.0	-10.261299	9.330133	16.144676	-118.50048	50000	5.448237e-08	191.2937	-0.002092807	53152.69	0.026577823	0.0017596139	0.0014	79.0	55.502685546875
5	127.139046	165.38684	758.23566	5.2e-39	279.3	215.94615	884.0	50.0	-69.14778	128.15459	1.2320454	-2138.816	60000	-5.5879354e-09	22479.4	0.38902622	-22307.846	1.2974895	84.72429	0.2755	8.0	65.96309995651245
6	432.52234	787.7469	2985.3027	1.1e-39	498.4375	403.4918	1440.0	11.0	38185.277	1442710.4	54548428.0	-17.003326	70000	6.9849193e-09	2082870300000.0	0.0011790316	-2082870300000.0	1.7271843	1.8831403	0.035	20.0	76.71108412742615
7	378.8298	683.3648	2561.601	4e-40	384.6154	330.23502	1374.0	4.0	6.5797596	2.6666605	37.792652	0.19095458	80000	-1.4901161e-08	616.55383	0.021331578	-90.92273	1.7578979	90.54096	0.0811	5.0	87.18628764152527
8	321.15436	482.62354	1638.8632	1.9e-39	343.0	273.88455	897.0	19.0	10.516123	4.4708905	41.482403	0.18024917	90000	-4.4703484e-08	461.81598	0.009266108	-12.08703	1.6632698	16.850254	0.5278	6.0	97.72833561897278
9	508.02286	839.86066	2604.5862	1.9e-39	499.06668	346.28458	1232.0	19.0	11.323103	3.7226715	31.915411	0.17394282	100000	2.9802322e-08	521.2578	0.013433963	-46.589874	1.4373269	42.199436	0.16530001	7.0	108.25181269645691
10	410.50488	623.6218	2527.8887	2.52e-38	378.55	366.5959	1391.0	19.0	14.907839	5.725053	55.234024	0.17515792	110000	2.9802322e-08	443.98712	0.018952206	-16.19157	0.980412	9.882572	0.0759	5.0	118.72595310211182
11	371.21365	670.5449	2679.572	1.8e-39	434.78262	338.3731	1440.0	18.0	15.331419	6.7386675	54.70043	0.17551824	120000	0.0	396.78375	0.022164255	-6.6354294	0.96487784	8.681366	0.1005	1.0	129.00932478904724
12	659.3488	1127.2173	3333.236	1.17e-38	722.4545	484.80145	1440.0	117.0	16.172104	5.597509	46.610195	0.17572929	130000	2.9802322e-08	514.468	0.01450786	-8.966789	0.8360664	2.4028502	0.0676	1.0	139.48362374305725
