Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	562.45074	526.4326	1901.8037	2e-39	390.0909	412.9281	1440.0	19.0	4016.9873	11652.414	161365.33	-0.12737386	10000	-5.5879354e-09	151878340.0	-0.0868865	-150717460.0	1.5688969	100.06651	0.48119998	53.0	12.122062683105469
1	648.2814	411.94025	1805.0278	204.59583	480.53333	333.216	1440.0	136.0	63.88005	127.76265	1776.7052	2.4085853	20000	-5.5879354e-09	18507.816	-0.04819724	-17962.469	1.2733161	-0.08032866	0.5684	79.0	25.014376878738403
2	578.5892	317.619	1336.3444	2.6782036	481.17648	295.02008	1440.0	106.0	50.345615	120.99793	2210.4507	3.5548346	30000	5.5879354e-09	16131.761	-0.03998349	-15777.786	1.0993834	-0.09380421	0.46240002	79.0	37.79659581184387
3	969.1468	659.80023	2495.2786	8.886716	555.55554	391.2364	1440.0	4.0	12.01424	7.072432	89.05473	4.026298	40000	-7.636845e-08	639.74585	0.029564312	-229.79031	1.222414	74.591484	0.11220001	34.0	49.57548117637634
4	1336.198	881.0027	2770.1208	440.24426	759.2	484.60864	1440.0	224.0	22.60632	14.382343	172.068	6.7588253	50000	-1.8626451e-08	494.80054	0.0012755836	-31.011703	1.187346	102.85977	0.1278	5.0	60.40445041656494
5	1012.1292	884.04266	2781.8247	104.816025	562.7857	449.32764	1440.0	52.0	22.147276	15.760753	267.0568	7.8928576	60000	9.313226e-09	609.84204	0.00699981	-107.12211	1.1943011	79.541725	0.0551	5.0	70.90791988372803
6	1008.5371	720.8865	2287.9956	80.249275	635.5	477.19708	1440.0	30.0	20.318403	5.5184793	63.944767	9.64836	70000	-2.7939677e-08	224.97733	-0.045894623	-151.9335	1.0502119	0.17695513	0.19299999	38.0	82.48641896247864
7	900.132	641.0804	2150.7925	1.2098791e-14	500.0	325.19348	1096.0	51.0	37.53457	31.621338	376.91193	11.516715	80000	7.450581e-09	1378.821	-0.0021243866	-914.3583	1.1013671	7.4593453	0.1834	46.0	93.96686601638794
8	1207.0892	953.28766	2931.3965	230.95892	635.6429	491.50607	1440.0	165.0	19.024557	5.0400844	64.86413	9.665813	90000	-5.9604645e-08	414.46332	0.018676627	-187.01918	1.1582	2.4120264	0.0535	7.0	104.55805611610413
9	867.956	716.8672	2556.7485	1.8e-39	495.89474	403.85104	1440.0	18.0	32.657104	13.054624	147.94179	11.755066	100000	1.4901161e-08	479.51956	0.015102654	-164.91156	0.9570465	10.051065	0.0391	1.0	115.02273893356323
10	820.1669	664.262	2576.5784	60.525208	467.9524	357.84653	1440.0	41.0	25.418648	5.9684443	39.71387	8.631962	110000	-4.5634806e-08	232.40717	0.018312337	-44.426323	1.0833849	0.2069689	0.0444	1.0	125.55222940444946
11	895.3757	494.89056	2201.4263	355.22433	500.0	264.72836	1102.0	204.0	28.25188	6.309241	46.21435	8.225059	120000	1.4901161e-08	185.7829	0.028526943	-42.151726	1.0570195	11.28028	0.0504	1.0	135.94594979286194
12	845.7762	411.17776	1739.1626	377.16296	448.3684	258.40265	1057.0	142.0	36.69368	7.1159997	52.120125	16.4749	130000	7.450581e-09	181.82533	0.0070829205	-31.86803	0.99540406	1.7957978	0.025	2.0	146.3710036277771
13	1039.8169	847.77136	2943.8992	1.710444e-33	526.4375	407.84036	1440.0	19.0	37.16472	6.459097	49.459103	2.0842214	140000	7.450581e-09	159.53333	-0.007299142	-16.015188	1.0038747	0.016415972	0.098000005	79.0	158.79118371009827
