Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	148.49084	191.59753	684.5749	3.9e-39	497.375	414.1017	1440.0	39.0	3956.7644	7862.3887	93831.09	-0.12737386	10000	3.7252903e-09	77377500.0	-0.07345611	-76843690.0	1.3254237	193.35428	0.9464	77.0	13.268301725387573
1	176.16719	228.93588	897.9674	1.41e-38	511.70587	453.14246	1440.0	52.0	27.620346	38.0067	280.07437	2.608883	20000	1.6763806e-08	1906.2637	-0.042775713	-1832.7559	1.2802922	-0.122283965	0.7159	79.0	25.990286827087402
2	196.17114	215.20886	702.2357	2e-39	456.52942	417.58456	1440.0	20.0	7.3086953	3.180185	98.34864	3.0795763	30000	-2.9802322e-08	90.01762	-0.008775741	3670.7292	1.2316778	-0.052006725	0.046800002	79.0	39.06502723693848
3	272.4087	379.99902	1151.9691	4e-40	625.0	474.79785	1440.0	4.0	15.1641	17.593927	270.71616	1.4862037	40000	7.450581e-09	438.21182	-0.035511553	1976.845	1.2785163	-0.08205836	0.7024	79.0	51.68551826477051
4	196.59668	209.99403	623.0867	1.9e-39	423.7619	234.32393	994.0	15.0	31.312384	53.630836	784.56024	3.2580206	50000	-7.450581e-09	3490.2368	-0.033453614	1053.4187	1.2530811	-0.10699974	0.7091	79.0	65.34595990180969
5	269.92175	459.2892	1567.4968	3.9e-39	494.82352	364.8373	1440.0	21.0	50.055664	90.41791	1471.0839	4.290363	60000	-9.313226e-09	10080.3125	-0.03622705	-9940.527	1.1700485	-0.13891956	0.7503	79.0	78.6783664226532
6	224.65393	341.84348	1489.4093	1e-39	449.65	389.50253	1440.0	10.0	8.113659	2.871754	20.763666	3.6579494	70000	2.9802322e-08	107.835686	0.12547287	-7.6635723	1.088702	0.34190497	0.2554	4.0	89.55551338195801
7	530.24866	815.5551	3133.0083	1.27e-38	526.3158	396.33624	1440.0	32.0	10.47112	1.8955231	28.974724	0.41337028	80000	-2.9802322e-08	550.84546	0.0059820265	-58.804646	1.443439	441.07898	0.057200003	13.0	101.4675145149231
8	452.4846	696.18585	2348.9578	1.9e-39	511.23077	324.01144	1086.0	19.0	14.243538	3.348147	49.38921	0.2945282	90000	0.0	489.5881	0.0066505075	2.145607	1.1703236	7.432336	0.383	14.0	113.25772213935852
9	448.9377	705.9179	2332.3774	1.9e-39	401.3158	370.7594	1165.0	14.0	13.492777	2.9300861	30.99999	0.214349	100000	0.0	572.1751	-0.021146655	-47.334427	1.0579754	-0.016375404	0.3675	79.0	126.47839260101318
10	571.4215	1021.862	2899.1118	1.18e-38	625.9167	474.49612	1440.0	118.0	17.121773	4.911484	51.309864	7.9735007	110000	-2.9802322e-08	361.29413	-0.008758575	-9.346394	0.99343985	-0.014759998	0.1043	79.0	139.65199756622314
