time_upper,rate
2.0,0.6121
4.0,0.5951
6.0,0.3185
8.0,0.3015
10.0,0.2763
12.0,0.2842
14.0,0.2352
16.0,0.3141
18.0,0.3087
20.0,0.2845
22.0,0.3059
24.0,0.2554
26.0,0.2792
28.0,0.2763
30.0,0.2512
32.0,0.3858
34.0,0.2829
36.0,0.264
38.0,0.2054
40.0,0.2204
42.0,0.2652
44.0,0.2225
46.0,0.3109
48.0,0.2858
50.0,0.2618
52.0,0.2912
54.0,0.2212
56.0,0.2406
58.0,0.2558
60.0,0.2213
62.0,0.3958
64.0,0.3034
66.0,0.2938
68.0,0.2917
70.0,0.2689
72.0,0.3031
74.0,0.2719
76.0,0.3196
78.0,0.3415
80.0,0.2788
82.0,0.3343
84.0,0.2438
86.0,0.2504
88.0,0.2189
90.0,0.2291
92.0,0.3638
94.0,0.2675
96.0,0.2973
98.0,0.2978
100.0,0.2663
102.0,0.3002
104.0,0.2582
106.0,0.3365
108.0,0.2645
110.0,0.2261
112.0,0.2728
114.0,0.2612
116.0,0.2857
118.0,0.295
120.0,0.2736
122.0,0.5227
124.0,0.3437
126.0,0.3335
128.0,0.3453
130.0,0.303
132.0,0.3459
134.0,0.303
136.0,0.3388
138.0,0.3282
140.0,0.3127
142.0,0.363
144.0,0.2945
146.0,0.3501
148.0,0.3231
150.0,0.3061
152.0,0.5189
154.0,0.3578
156.0,0.3473
158.0,0.2815
160.0,0.2759
162.0,0.3741
164.0,0.258
166.0,0.3287
168.0,0.3227
170.0,0.2779
172.0,0.3172
174.0,0.2562
176.0,0.2808
178.0,0.2698
180.0,0.271
182.0,0.4683
184.0,0.2974
186.0,0.2713
188.0,0.2837
190.0,0.2372
192.0,0.2706
194.0,0.2628
196.0,0.3626
198.0,0.3521
200.0,0.2959
202.0,0.3264
204.0,0.2696
206.0,0.3218
208.0,0.3002
210.0,0.2832
212.0,0.4081
214.0,0.2847
216.0,0.2694
218.0,0.2932
220.0,0.2548
222.0,0.3619
224.0,0.2661
226.0,0.3617
228.0,0.3186
230.0,0.2855
232.0,0.3348
234.0,0.2825
236.0,0.3074
238.0,0.2477
240.0,0.2253
242.0,0.5229
244.0,0.2557
246.0,0.303
248.0,0.3043
250.0,0.2551
252.0,0.3103
254.0,0.2764
256.0,0.3423
258.0,0.3451
260.0,0.2805
262.0,0.3204
264.0,0.2397
266.0,0.257
268.0,0.2734
270.0,0.2763
272.0,0.3988
274.0,0.3313
276.0,0.3614
278.0,0.4775
280.0,0.2943
282.0,0.3215
284.0,0.2955
286.0,0.3
288.0,0.277
290.0,0.2129
292.0,0.2681
294.0,0.2042
296.0,0.2323
298.0,0.2528
300.0,0.2484
302.0,0.467
304.0,0.3018
306.0,0.3052
308.0,0.3085
310.0,0.2475
312.0,0.2829
314.0,0.2544
316.0,0.28
318.0,0.3075
320.0,0.2313
322.0,0.3126
324.0,0.2647
326.0,0.2941
328.0,0.3083
330.0,0.2854
332.0,0.4003
334.0,0.3172
336.0,0.3048
338.0,0.2603
340.0,0.2404
342.0,0.2292
344.0,0.1665
346.0,0.2827
348.0,0.3133
350.0,0.2293
352.0,0.2987
354.0,0.2179
356.0,0.2457
358.0,0.2353
360.0,0.1776
362.0,0.4411
364.0,0.4067
366.0,0.3876
368.0,0.4241
370.0,0.4682
372.0,0.4646
374.0,0.4475
376.0,0.5005
378.0,0.4915
380.0,0.4594
382.0,0.4606
384.0,0.4463
386.0,0.4481
388.0,0.4246
390.0,0.4373
392.0,0.611
394.0,0.4556
396.0,0.4682
398.0,0.4691
400.0,0.4287
402.0,0.4889
404.0,0.4342
406.0,0.4897
408.0,0.4329
410.0,0.4505
412.0,0.4895
414.0,0.4373
416.0,0.4249
418.0,0.3986
420.0,0.3949
422.0,0.6184
424.0,0.484
426.0,0.4821
428.0,0.5626
430.0,0.6465
432.0,0.6907
434.0,0.4614
436.0,0.4902
438.0,0.4881
440.0,0.4555
442.0,0.4653
444.0,0.2453
446.0,0.3635
448.0,0.364
450.0,0.2656
452.0,0.5238
454.0,0.3493
456.0,0.3036
458.0,0.3658
460.0,0.3506
462.0,0.3598
464.0,0.3745
466.0,0.4601
468.0,0.3795
470.0,0.32
472.0,0.3699
474.0,0.264
476.0,0.2862
478.0,0.2999
480.0,0.2617
482.0,0.6016
484.0,0.3835
486.0,0.3723
488.0,0.402
490.0,0.3333
492.0,0.3807
494.0,0.3761
496.0,0.4345
498.0,0.4031
500.0,0.3767
502.0,0.3763
504.0,0.2732
506.0,0.3046
508.0,0.3558
510.0,0.3542
512.0,0.4668
514.0,0.3731
516.0,0.305
518.0,0.3248
520.0,0.3233
522.0,0.3206
524.0,0.2881
526.0,0.3575
528.0,0.3813
530.0,0.3879
532.0,0.388
534.0,0.3067
536.0,0.3275
538.0,0.3174
540.0,0.3044
542.0,0.6335
544.0,0.5011
546.0,0.3619
548.0,0.396
550.0,0.2726
552.0,0.3333
554.0,0.3106
556.0,0.427
558.0,0.3814
560.0,0.3218
562.0,0.415
564.0,0.3046
566.0,0.3201
568.0,0.3305
570.0,0.3114
572.0,0.4388
574.0,0.3093
576.0,0.3399
578.0,0.2755
580.0,0.3016
582.0,0.3876
584.0,0.3034
586.0,0.3697
588.0,0.367
590.0,0.2969
592.0,0.3329
594.0,0.2953
596.0,0.3167
598.0,0.27
600.0,0.2611
602.0,0.529
604.0,0.7491
606.0,1.0
608.0,0.3493
610.0,0.3004
612.0,0.3767
614.0,0.2996
616.0,0.3941
618.0,0.3661
620.0,0.2752
622.0,0.3196
624.0,0.2602
626.0,0.274
628.0,0.2763
630.0,0.3277
632.0,0.4274
634.0,0.333
636.0,0.313
638.0,0.3191
640.0,0.3171
642.0,0.3546
644.0,0.2669
646.0,0.3322
648.0,0.3177
650.0,0.314
652.0,0.3337
654.0,0.2776
656.0,0.317
658.0,0.3385
660.0,0.2883
662.0,0.4694
664.0,0.326
666.0,0.3472
668.0,0.3374
670.0,0.2847
672.0,0.3289
674.0,0.2378
676.0,0.3234
678.0,0.3443
680.0,0.3009
682.0,0.3572
684.0,0.2823
686.0,0.3176
688.0,0.2803
690.0,0.2772
692.0,0.4173
694.0,0.3254
696.0,0.2915
698.0,0.3141
700.0,0.2623
702.0,0.3126
704.0,0.2012
706.0,0.2941
708.0,0.3027
710.0,0.2336
712.0,0.3218
714.0,0.2592
716.0,0.2963
718.0,0.2666
720.0,0.2406
722.0,0.7208
724.0,0.3428
726.0,0.2876
728.0,0.3045
730.0,0.262
732.0,0.2938
734.0,0.2464
736.0,0.301
738.0,0.3711
740.0,0.3242
742.0,0.3302
744.0,0.2839
746.0,0.2957
748.0,0.2483
750.0,0.3055
752.0,0.4569
754.0,0.2602
756.0,0.3092
758.0,0.3008
760.0,0.3034
762.0,0.3232
764.0,0.2861
766.0,0.2719
768.0,0.309
770.0,0.305
772.0,0.334
774.0,0.3073
776.0,0.3591
778.0,0.2741
780.0,0.2756
782.0,0.5181
784.0,0.3495
786.0,0.3832
788.0,0.4603
790.0,0.4089
792.0,0.4478
794.0,0.3982
796.0,0.4197
798.0,0.4938
800.0,0.4821
802.0,0.5033
804.0,0.4855
806.0,0.4959
808.0,0.4102
810.0,0.4121
812.0,0.5677
814.0,0.4524
816.0,0.4717
818.0,0.4354
820.0,0.4265
822.0,0.4984
824.0,0.6143
826.0,0.5107
828.0,0.4881
830.0,0.4874
832.0,0.4979
834.0,0.3965
836.0,0.445
838.0,0.4007
840.0,0.3942
842.0,0.6423
844.0,0.443
846.0,0.445
848.0,0.5092
850.0,0.4531
852.0,0.5037
854.0,0.5859
856.0,0.632
858.0,0.6596
860.0,0.4869
862.0,0.4923
864.0,0.441
866.0,0.4987
868.0,0.4313
870.0,0.4222
872.0,0.5769
874.0,0.4658
876.0,0.5043
878.0,0.4964
880.0,0.468
882.0,0.5153
884.0,0.4667
886.0,0.5382
888.0,0.5034
890.0,0.3857
892.0,0.3821
894.0,0.2806
896.0,0.3346
898.0,0.3106
900.0,0.2676
902.0,0.5224
904.0,0.3656
906.0,0.4327
908.0,0.4151
910.0,0.3887
912.0,0.4199
914.0,0.4056
916.0,0.4845
918.0,0.4764
920.0,0.3826
922.0,0.4169
924.0,0.3552
926.0,0.3757
928.0,0.4263
930.0,0.3622
932.0,0.5119
934.0,0.3934
936.0,0.4205
938.0,0.3937
