Name,Configs,Components,Time
std,5,3,22.041117906570435
std,5,5,22.974179983139038
std,5,10,23.15882658958435
std,5,20,28.338960886001587
std,10,3,20.918208837509155
std,25,3,21.753446578979492
std,50,3,19.42505669593811
std,100,3,22.00469660758972
