4343,40,34,45.4585501027287
4344,279,225,161.61624972213104
4345,1095,878,611.2627546595534
4346,29,28,59.39996415532902
4347,370,296,229.62767538531693
4348,238,193,179.0146495494735
4349,160,131,67.729299572185
4350,784,627,407.63010527848866
4351,303,245,218.42746130221298
4352,885,712,250.8802964728044
4353,751,603,268.6481949613591
4354,1912,1535,485.0936287892973
4355,977,782,530.6911798202095
4356,383,306,238.6404020408421
4357,970,782,361.0669454649223
4358,701,564,281.0241126988809
4359,123,101,69.47302035348628
4360,159,129,105.10110199335249
4361,1082,867,416.3068113371948
4362,586,470,323.849820188458
4363,101,81,77.22350199723034
4364,248,198,153.55890082914868
4365,420,336,261.28971089810966
4366,948,761,496.6494056464761
4367,325,260,204.39638301754513
4368,570,458,330.7157803146126
4369,215,174,71.43783650071184
4370,814,659,312.0713204318626
4371,217,176,151.4888549000196
4372,441,353,272.458511597165
4373,1587,1273,579.7177709501057
4374,1428,1143,624.7017683175363
4375,176,141,108.51074524382824
4376,206,165,134.39137759718653
4377,452,362,277.3866962332716
4378,25,20,14.830579541834423
4379,1403,1129,436.7037755340815
4380,31,28,46.345566527581795
4381,1378,1102,851.0592626973578
4382,754,605,462.2356479507412
4383,408,327,254.16853012519198
4384,688,550,424.6712607608241
4385,1073,859,530.4760131640955
4386,2447,1962,1037.35668910767
4387,472,379,317.7164035329847
4388,309,252,135.8019630696258
4389,277,226,138.06280101508418
4390,760,612,251.89143949745434
4391,13,13,29.367747895626813
4392,252,207,166.18529869012792
